,id,idade,sexo,anos_estudo,cor/raca,salario,estado_civil,regiao
13998,17078006102.0,45,mulher,11.0,Branca,41062.881591796875,1.0,norte
13999,17078007101.0,36,homem,8.0,Parda,12600.0,1.0,norte
14000,17078007102.0,35,mulher,5.0,Parda,9000.0,1.0,norte
14001,17078008101.0,59,homem,5.0,Branca,1584.0,1.0,norte
14002,17078008102.0,48,mulher,5.0,Parda,8359.919921875,1.0,norte
14003,17078008103.0,28,mulher,11.0,Branca,,0.0,norte
14004,17078008104.0,22,homem,11.0,Branca,5464.7998046875,0.0,norte
14005,17078009101.0,24,homem,11.0,Parda,5079.599609375,1.0,norte
14006,17078009102.0,23,mulher,11.0,Parda,,1.0,norte
14007,17078010103.0,36,homem,5.0,Parda,,0.0,norte
14008,17078010104.0,34,homem,11.0,Parda,5691.599609375,0.0,norte
14009,17078011101.0,29,homem,8.0,Branca,11160.0,1.0,norte
14010,17078011102.0,26,mulher,11.0,Parda,9155.5205078125,1.0,norte
14011,17078012101.0,28,homem,11.0,Preta,15000.0,0.0,norte
14012,17078012103.0,48,mulher,5.0,Parda,,0.0,norte
14013,17078012104.0,45,homem,5.0,Parda,1800.0,0.0,norte
14014,17078012105.0,21,homem,11.0,Parda,2500.0,0.0,norte
14015,17078013101.0,27,mulher,6.0,Parda,2851.2001953125,0.0,norte
14016,17079801101.0,53,homem,15.0,Parda,24240.0,1.0,norte
14017,17079801102.0,46,mulher,11.0,Parda,,1.0,norte
14018,17079802101.0,44,mulher,12.0,Parda,30000.0,1.0,norte
14019,17079802102.0,41,homem,11.0,Parda,41160.0,1.0,norte
14020,17079803102.0,47,mulher,5.0,Parda,,0.0,norte
14021,17079803103.0,34,homem,5.0,Parda,,0.0,norte
14022,17079804101.0,35,mulher,5.0,Parda,2118.0,1.0,norte
14023,17079804102.0,25,homem,6.0,Parda,5021.5,1.0,norte
14024,17079805102.0,52,mulher,5.0,Parda,,0.0,norte
14025,17079806101.0,33,homem,,Branca,4314.799987792969,1.0,norte
14026,17079806102.0,27,mulher,11.0,Preta,50.0,1.0,norte
14027,17079807101.0,53,mulher,5.0,Parda,,0.0,norte
14028,17079809102.0,60,mulher,5.0,Parda,,0.0,norte
14029,17079809103.0,31,homem,15.0,Parda,8751.599609375,0.0,norte
14030,17079810101.0,35,homem,5.0,Parda,4950.0,1.0,norte
14031,17079810102.0,22,mulher,5.0,Parda,,1.0,norte
14032,17079811101.0,39,homem,11.0,Parda,-1.0,1.0,norte
14033,17079811102.0,33,mulher,9.0,Parda,5691.599609375,1.0,norte
14034,17079812101.0,27,homem,5.0,Parda,6000.0,1.0,norte
14035,17079812102.0,22,mulher,6.0,Parda,,1.0,norte
14036,17079813101.0,47,homem,5.0,Parda,5691.599609375,1.0,norte
14037,17079813102.0,44,mulher,5.0,Parda,,1.0,norte
14038,17080101101.0,24,homem,11.0,Parda,1342.0,0.0,norte
14039,17080102101.0,52,homem,5.0,Parda,,1.0,norte
14040,17080102102.0,46,mulher,15.0,Parda,,1.0,norte
14041,17080102105.0,30,mulher,5.0,Parda,,0.0,norte
14042,17080103203.0,37,mulher,11.0,Branca,660.0,0.0,norte
14043,17080104102.0,40,mulher,5.0,Parda,90.0,0.0,norte
14044,17080105101.0,49,homem,7.0,Preta,-1.0,1.0,norte
14045,17080105102.0,42,mulher,5.0,Parda,300.0,1.0,norte
14046,17080106101.0,60,homem,11.0,Parda,,1.0,norte
14047,17080106102.0,52,mulher,5.0,Parda,,1.0,norte
14048,17080106103.0,23,homem,5.0,Parda,,0.0,norte
14049,17080106104.0,28,mulher,5.0,Parda,,0.0,norte
14050,17080106105.0,27,homem,5.0,Parda,,0.0,norte
14051,17080107101.0,44,mulher,5.0,Parda,,0.0,norte
14052,17080107102.0,23,homem,5.0,Parda,5005.0,0.0,norte
14053,17080107108.0,22,mulher,10.0,Parda,,0.0,norte
14054,17080108101.0,56,homem,5.0,Parda,780.6000289916992,1.0,norte
14055,17080108102.0,49,mulher,5.0,Parda,,1.0,norte
14056,17080108103.0,22,homem,8.0,Parda,4620.0,0.0,norte
14057,17080108104.0,20,mulher,11.0,Parda,3000.0,0.0,norte
14058,17080109101.0,41,mulher,5.0,Parda,2722.5,0.0,norte
14059,17080109102.0,26,homem,11.0,Preta,3347.25,0.0,norte
14060,17080109104.0,20,homem,11.0,Parda,4356.0,0.0,norte
14061,17080111101.0,38,homem,5.0,Parda,14443.0,1.0,norte
14062,17080111102.0,34,mulher,15.0,Parda,,1.0,norte
14063,17080112101.0,53,mulher,5.0,Parda,,0.0,norte
14064,17080113101.0,51,homem,5.0,Preta,555.5,1.0,norte
14065,17080113102.0,42,mulher,5.0,Parda,,1.0,norte
14066,17080113104.0,27,homem,5.0,Parda,1000.0,0.0,norte
14067,17081001101.0,45,homem,5.0,Parda,13500.0,1.0,norte
14068,17081001102.0,46,mulher,5.0,Parda,3840.0,1.0,norte
14069,17081001105.0,29,mulher,5.0,Branca,320.0,0.0,norte
14070,17081003101.0,43,mulher,10.0,Parda,5052.0,1.0,norte
14071,17081003102.0,34,homem,5.0,Parda,6360.0,1.0,norte
14072,17081006102.0,27,homem,13.0,Branca,5691.599609375,0.0,norte
14073,17081007101.0,28,mulher,6.0,Parda,7722.0,1.0,norte
14074,17081007102.0,37,homem,5.0,Parda,8864.0,1.0,norte
14075,17081008101.0,43,mulher,6.0,Parda,5691.599609375,0.0,norte
14076,17081008102.0,21,mulher,12.0,Parda,,0.0,norte
14077,17081009101.0,33,homem,11.0,Branca,23280.0,1.0,norte
14078,17081009102.0,34,mulher,15.0,Branca,13464.0,1.0,norte
14079,17081011101.0,25,mulher,11.0,Parda,,1.0,norte
14080,17081011102.0,27,homem,11.0,Parda,5635.7998046875,1.0,norte
14081,17081012101.0,58,homem,11.0,Branca,1800.0,1.0,norte
14082,17081012102.0,58,mulher,6.0,Branca,-1.0,1.0,norte
14083,17081012103.0,21,homem,11.0,Branca,7878.0,0.0,norte
14084,17081013102.0,25,homem,6.0,Parda,6060.0,0.0,norte
14085,17082801101.0,40,homem,5.0,Parda,3816.0,1.0,norte
14086,17082801102.0,34,mulher,5.0,Branca,1017.6000366210938,1.0,norte
14087,17082803103.0,36,homem,6.0,Parda,,0.0,norte
14088,17082805101.0,59,homem,11.0,Parda,9668.2802734375,1.0,norte
14089,17082805102.0,55,mulher,10.0,Branca,,1.0,norte
14090,17082806101.0,33,homem,11.0,Parda,18900.0,1.0,norte
14091,17082806102.0,26,mulher,15.0,Parda,18596.0,1.0,norte
14092,17082807102.0,59,mulher,5.0,Parda,,0.0,norte
14093,17082810101.0,43,homem,14.0,Parda,10464.0,1.0,norte
14094,17082810102.0,39,mulher,12.0,Parda,9696.0,1.0,norte
14095,17082811101.0,35,homem,5.0,Branca,6048.0,1.0,norte
14096,17082811102.0,34,mulher,9.0,Parda,,1.0,norte
14097,17082812102.0,33,mulher,8.0,Parda,,0.0,norte
14098,17082813102.0,53,mulher,5.0,Parda,,0.0,norte
14099,17082815101.0,33,homem,10.0,Parda,6300.0,1.0,norte
14100,17082815102.0,24,mulher,10.0,Parda,,1.0,norte
14101,17082816101.0,30,homem,8.0,Parda,5428.2001953125,1.0,norte
14102,17082816102.0,24,mulher,5.0,Branca,,1.0,norte
14103,17082818101.0,42,homem,11.0,Preta,5278.7998046875,1.0,norte
14104,17082818102.0,34,mulher,11.0,Preta,5278.7998046875,1.0,norte
14105,17082820101.0,38,homem,15.0,Parda,10710.0,1.0,norte
14106,17082820102.0,34,mulher,15.0,Parda,9576.0,1.0,norte
14107,17083601103.0,40,homem,5.0,Parda,,0.0,norte
14108,17083601104.0,31,homem,11.0,Parda,,0.0,norte
14109,17083601105.0,28,mulher,5.0,Parda,,0.0,norte
14110,17083601106.0,33,homem,5.0,Parda,9492.0,0.0,norte
14111,17083603101.0,46,homem,5.0,Parda,8136.0,1.0,norte
14112,17083603102.0,40,mulher,8.0,Parda,5577.599609375,1.0,norte
14113,17083603103.0,21,homem,10.0,Parda,,0.0,norte
14114,17083604101.0,27,homem,11.0,Parda,12120.0,0.0,norte
14115,17083606101.0,58,homem,5.0,Parda,5724.0,0.0,norte
14116,17083607101.0,21,homem,9.0,Parda,5454.0,1.0,norte
14117,17083607102.0,40,mulher,9.0,Parda,3636.0,1.0,norte
14118,17083608101.0,46,homem,11.0,Parda,8736.0,1.0,norte
14119,17083608102.0,31,mulher,11.0,Parda,,1.0,norte
14120,17083609101.0,38,homem,5.0,Parda,5029.7998046875,1.0,norte
14121,17083609102.0,40,mulher,11.0,Parda,,1.0,norte
14122,17083611102.0,42,mulher,5.0,Parda,,0.0,norte
14123,17083611103.0,20,homem,8.0,Parda,5090.400390625,0.0,norte
14124,17083612101.0,44,homem,11.0,Branca,14544.0,1.0,norte
14125,17083612102.0,28,mulher,11.0,Branca,,1.0,norte
14126,17083614101.0,49,homem,5.0,Parda,,1.0,norte
14127,17083614102.0,53,mulher,8.0,Branca,,1.0,norte
14128,17083614103.0,33,mulher,11.0,Parda,,0.0,norte
14129,17083618101.0,35,homem,5.0,Preta,5029.7998046875,1.0,norte
14130,17083618102.0,32,mulher,5.0,Parda,,1.0,norte
14131,17084401101.0,31,homem,5.0,Parda,600.0,1.0,norte
14132,17084401102.0,25,mulher,6.0,Parda,,1.0,norte
14133,17084402102.0,20,mulher,5.0,Parda,,0.0,norte
14134,17084403102.0,55,mulher,5.0,Parda,,0.0,norte
14135,17084403103.0,34,homem,8.0,Parda,,0.0,norte
14136,17084404101.0,36,homem,5.0,Parda,8316.0,1.0,norte
14137,17084404102.0,37,mulher,5.0,Parda,2760.0,1.0,norte
14138,17084405101.0,46,homem,5.0,Preta,36000.0,1.0,norte
14139,17084405102.0,40,mulher,11.0,Parda,2400.0,1.0,norte
14140,17084405103.0,22,homem,11.0,Preta,0.0,0.0,norte
14141,17084405104.0,21,mulher,11.0,Parda,,0.0,norte
14142,17084406101.0,34,homem,6.0,Parda,2301.75,1.0,norte
14143,17084406102.0,33,mulher,8.0,Branca,600.0,1.0,norte
14144,17084407101.0,39,homem,5.0,Parda,3000.0,1.0,norte
14145,17084407102.0,38,mulher,11.0,Parda,,1.0,norte
14146,17084408101.0,35,homem,11.0,Parda,7344.0,1.0,norte
14147,17084408102.0,41,mulher,5.0,Parda,19584.0,1.0,norte
14148,17084409103.0,39,homem,11.0,Parda,-1.0,0.0,norte
14149,17084409104.0,23,homem,9.0,Parda,,0.0,norte
14150,17084409105.0,27,homem,15.0,Parda,,0.0,norte
14151,17084411101.0,60,homem,5.0,Parda,0.0,1.0,norte
14152,17084411102.0,48,mulher,6.0,Parda,-1.0,1.0,norte
14153,17084412101.0,25,homem,7.0,Preta,990.0,1.0,norte
14154,17084412102.0,29,mulher,5.0,Branca,,1.0,norte
14155,17084413101.0,40,homem,5.0,Branca,500.0,1.0,norte
14156,17084413102.0,33,mulher,8.0,Branca,,1.0,norte
14157,17084415101.0,34,homem,6.0,Branca,9000.0,1.0,norte
14158,17084415102.0,24,mulher,13.0,Parda,6487.19970703125,1.0,norte
14159,17084416101.0,46,mulher,5.0,Branca,2328.0,0.0,norte
14160,17084418101.0,33,homem,5.0,Parda,5635.7998046875,1.0,norte
14161,17084418102.0,27,mulher,6.0,Preta,451.04998779296875,1.0,norte
14162,17085201101.0,21,homem,13.0,Branca,0.0,0.0,norte
14163,17085201102.0,23,mulher,5.0,Preta,1942.5,0.0,norte
14164,17085201103.0,26,homem,5.0,Branca,5799.75,0.0,norte
14165,17085202101.0,23,homem,5.0,Branca,4606.5,1.0,norte
14166,17085202102.0,24,mulher,6.0,Branca,,1.0,norte
14167,17085203101.0,47,homem,5.0,Parda,1962.0,1.0,norte
14168,17085203102.0,39,mulher,5.0,Parda,,1.0,norte
14169,17085204101.0,29,homem,7.0,Parda,5527.7998046875,1.0,norte
14170,17085204102.0,24,mulher,5.0,Branca,,1.0,norte
14171,17085205101.0,53,homem,5.0,Parda,1332.0,0.0,norte
14172,17085206103.0,54,mulher,11.0,Parda,,0.0,norte
14173,17085206104.0,30,homem,5.0,Parda,,0.0,norte
14174,17085207101.0,28,homem,5.0,Branca,4598.0,1.0,norte
14175,17085207102.0,23,mulher,9.0,Parda,,1.0,norte
14176,17085209102.0,56,mulher,10.0,Preta,,0.0,norte
14177,17085210101.0,38,homem,5.0,Parda,630.0,0.0,norte
14178,17085211101.0,31,homem,11.0,Parda,5428.2001953125,1.0,norte
14179,17085211102.0,27,mulher,11.0,Parda,,1.0,norte
14180,17085212101.0,27,homem,5.0,Parda,2664.0,1.0,norte
14181,17085212102.0,22,mulher,6.0,Parda,,1.0,norte
14182,17085213101.0,50,homem,11.0,Parda,25440.0,1.0,norte
14183,17085213102.0,44,mulher,11.0,Parda,,1.0,norte
14184,17085214101.0,51,homem,5.0,Preta,2544.0,1.0,norte
14185,17085214102.0,46,mulher,15.0,Preta,8247.0,1.0,norte
14186,17085214103.0,29,homem,7.0,Branca,,0.0,norte
14187,17085215101.0,26,homem,7.0,Branca,5886.0,1.0,norte
14188,17085215102.0,37,mulher,9.0,Parda,,1.0,norte
14189,17085216101.0,43,homem,5.0,Branca,5428.2001953125,1.0,norte
14190,17085216102.0,37,mulher,5.0,Parda,,1.0,norte
14191,17085217101.0,58,homem,5.0,Parda,0.0,1.0,norte
14192,17085217102.0,40,mulher,5.0,Parda,,1.0,norte
14193,17085218101.0,38,homem,5.0,Parda,0.0,1.0,norte
14194,17085218102.0,36,mulher,5.0,Branca,,1.0,norte
14195,17086001101.0,40,homem,11.0,Parda,3780.0,0.0,norte
14196,17086002101.0,55,homem,5.0,Branca,3412.5,1.0,norte
14197,17086002102.0,35,mulher,11.0,Branca,,1.0,norte
14198,17086004101.0,51,homem,5.0,Parda,2472.0,1.0,norte
14199,17086004102.0,45,mulher,5.0,Parda,,1.0,norte
14200,17086004105.0,29,homem,5.0,Parda,2520.0,0.0,norte
14201,17086008101.0,35,homem,5.0,Parda,2472.0,1.0,norte
14202,17086008102.0,22,mulher,6.0,Parda,,1.0,norte
14203,17086009101.0,49,homem,5.0,Parda,1236.0,1.0,norte
14204,17086009102.0,37,mulher,7.0,Parda,,1.0,norte
14205,17086010101.0,28,homem,8.0,Parda,2520.0,1.0,norte
14206,17086010102.0,24,mulher,5.0,Parda,,1.0,norte
14207,17086011101.0,38,homem,11.0,Parda,624.0,1.0,norte
14208,17086011102.0,32,mulher,5.0,Parda,,1.0,norte
14209,17086012101.0,40,homem,8.0,Parda,4992.0,1.0,norte
14210,17086012102.0,31,mulher,11.0,Parda,6512.6396484375,1.0,norte
14211,17086013101.0,40,homem,5.0,Parda,3681.60009765625,1.0,norte
14212,17086013102.0,46,mulher,5.0,Parda,,1.0,norte
14213,17086016101.0,58,homem,5.0,Parda,7560.0,1.0,norte
14214,17086016102.0,42,mulher,7.0,Parda,1224.0,1.0,norte
14215,17086018101.0,48,homem,5.0,Branca,4278.75,1.0,norte
14216,17086018102.0,45,mulher,6.0,Branca,-1.0,1.0,norte
14217,17087901102.0,57,mulher,5.0,Parda,0.0,0.0,norte
14218,17087901103.0,31,homem,5.0,Parda,1248.0,0.0,norte
14219,17087902101.0,60,mulher,11.0,Branca,19440.0,0.0,norte
14220,17087902102.0,32,homem,5.0,Parda,5229.0,0.0,norte
14221,17087903101.0,40,homem,11.0,Branca,11186.759765625,1.0,norte
14222,17087903102.0,22,mulher,10.0,Branca,,1.0,norte
14223,17087906101.0,25,homem,11.0,Parda,25200.0,1.0,norte
14224,17087906102.0,23,mulher,,Parda,,1.0,norte
14225,17087908101.0,56,homem,5.0,Parda,5179.2001953125,1.0,norte
14226,17087908102.0,51,mulher,5.0,Parda,0.0,1.0,norte
14227,17087908103.0,26,homem,5.0,Parda,3030.0,0.0,norte
14228,17087908104.0,25,homem,6.0,Parda,3030.0,0.0,norte
14229,17087908105.0,21,mulher,8.0,Parda,,0.0,norte
14230,17087908106.0,24,mulher,6.0,Preta,,0.0,norte
14231,17087908107.0,25,mulher,6.0,Parda,,0.0,norte
14232,17087909101.0,30,mulher,5.0,Parda,1100.0,1.0,norte
14233,17087909102.0,48,homem,5.0,Parda,36360.0,1.0,norte
14234,17087910101.0,57,homem,5.0,Parda,5000.0,1.0,norte
14235,17087910102.0,52,mulher,5.0,Parda,0.0,1.0,norte
14236,17087910103.0,27,homem,8.0,Parda,0.0,0.0,norte
14237,17087911101.0,47,homem,5.0,Parda,360.0,1.0,norte
14238,17087911102.0,49,mulher,5.0,Parda,4980.0,1.0,norte
14239,17087912101.0,28,homem,6.0,Parda,3600.0,1.0,norte
14240,17087912102.0,32,mulher,5.0,Parda,0.0,1.0,norte
14241,17087913101.0,53,homem,5.0,Parda,0.0,1.0,norte
14242,17087913102.0,48,mulher,5.0,Parda,1350.0,1.0,norte
14243,17087917101.0,49,homem,5.0,Parda,360.0,1.0,norte
14244,17087917102.0,42,mulher,5.0,Parda,5691.599609375,1.0,norte
14245,17087918101.0,43,homem,5.0,Preta,3000.0,1.0,norte
14246,17087918102.0,40,mulher,6.0,Branca,,1.0,norte
14247,17087919101.0,54,homem,5.0,Parda,4800.0,1.0,norte
14248,17087919102.0,53,mulher,5.0,Branca,0.0,1.0,norte
14249,17087919103.0,41,homem,5.0,Parda,,0.0,norte
14250,17087919104.0,55,homem,5.0,Branca,0.0,0.0,norte
14251,17087920101.0,49,homem,5.0,Parda,8000.0,1.0,norte
14252,17087920102.0,29,mulher,7.0,Parda,0.0,1.0,norte
14253,17088701102.0,56,mulher,8.0,Parda,,0.0,norte
14254,17088701103.0,32,homem,8.0,Parda,31800.0,0.0,norte
14255,17088702101.0,41,homem,5.0,Parda,7992.0,1.0,norte
14256,17088702102.0,34,mulher,5.0,Branca,,1.0,norte
14257,17088703101.0,27,homem,11.0,Parda,79500.0,1.0,norte
14258,17088703102.0,25,mulher,14.0,Parda,6762.0,1.0,norte
14259,17088704101.0,50,homem,5.0,Parda,22111.19921875,1.0,norte
14260,17088704102.0,43,mulher,5.0,Parda,8148.83984375,1.0,norte
14261,17088705101.0,57,homem,5.0,Parda,5148.0,1.0,norte
14262,17088705102.0,53,mulher,5.0,Branca,,1.0,norte
14263,17088706101.0,25,homem,5.0,Parda,2200.0,0.0,norte
14264,17088707101.0,48,mulher,5.0,Preta,5244.0,1.0,norte
14265,17088707102.0,60,homem,5.0,Parda,,1.0,norte
14266,17088707103.0,27,homem,5.0,Parda,7992.0,0.0,norte
14267,17088707104.0,25,mulher,5.0,Parda,,0.0,norte
14268,17088708101.0,34,homem,5.0,Parda,3330.0,1.0,norte
14269,17088708102.0,33,mulher,9.0,Parda,5727.0,1.0,norte
14270,17088709101.0,20,homem,11.0,Branca,456.5,1.0,norte
14271,17088709102.0,24,mulher,5.0,Branca,,1.0,norte
14272,17088711101.0,25,homem,11.0,Parda,11340.0,1.0,norte
14273,17088711102.0,22,mulher,11.0,Parda,0.0,1.0,norte
14274,17088712101.0,47,homem,5.0,Parda,12600.0,1.0,norte
14275,17088712102.0,40,mulher,5.0,Parda,5627.400390625,1.0,norte
14276,17088712103.0,21,homem,8.0,Parda,5428.2001953125,0.0,norte
14277,17088713101.0,43,homem,5.0,Branca,13860.0,1.0,norte
14278,17088713102.0,30,mulher,5.0,Parda,,1.0,norte
14279,17088714101.0,36,homem,5.0,Preta,10856.400390625,1.0,norte
14280,17088714102.0,33,mulher,5.0,Parda,,1.0,norte
14281,17088715101.0,54,homem,5.0,Parda,3528.0,1.0,norte
14282,17088715102.0,45,mulher,5.0,Branca,0.0,1.0,norte
14283,17088716101.0,42,homem,5.0,Parda,13563.958984375,1.0,norte
14284,17088716102.0,34,mulher,5.0,Branca,,1.0,norte
14285,17088717101.0,35,homem,5.0,Parda,8820.0,0.0,norte
14286,17089501101.0,25,homem,5.0,Parda,2033.93994140625,1.0,norte
14287,17089501102.0,25,mulher,11.0,Parda,,1.0,norte
14288,17089502101.0,25,homem,6.0,Parda,6508.80029296875,0.0,norte
14289,17089503101.0,23,homem,12.0,Branca,2725.0,0.0,norte
14290,17089504103.0,41,mulher,5.0,Branca,,0.0,norte
14291,17089505101.0,34,homem,12.0,Parda,9156.0,1.0,norte
14292,17089505102.0,34,mulher,12.0,Parda,6540.0,1.0,norte
14293,17089507101.0,30,homem,11.0,Parda,44496.0,0.0,norte
14294,17089508103.0,32,homem,5.0,Parda,4696.7998046875,0.0,norte
14295,17089509101.0,31,homem,5.0,Parda,6972.0,1.0,norte
14296,17089509102.0,31,mulher,7.0,Parda,,1.0,norte
14297,17089510101.0,38,homem,12.0,Branca,20790.0,1.0,norte
14298,17089510102.0,34,mulher,8.0,Parda,,1.0,norte
14299,17089511102.0,42,mulher,11.0,Branca,2472.0,0.0,norte
14300,17089511103.0,20,homem,10.0,Branca,5040.0,0.0,norte
14301,17089512101.0,39,homem,5.0,Parda,5670.0,1.0,norte
14302,17089512102.0,32,mulher,5.0,Parda,,1.0,norte
14303,17089513101.0,38,homem,5.0,Branca,7560.0,1.0,norte
14304,17089513102.0,28,mulher,7.0,Parda,,1.0,norte
14305,17089514101.0,56,homem,12.0,Branca,4492.7998046875,1.0,norte
14306,17089514102.0,57,mulher,11.0,Branca,,1.0,norte
14307,17089517101.0,21,homem,5.0,Parda,9450.0,0.0,norte
14308,17089518101.0,59,homem,5.0,Parda,5292.0,0.0,norte
14309,17089518103.0,32,mulher,11.0,Parda,11532.0,0.0,norte
14310,17090901102.0,59,mulher,5.0,Parda,624.0,0.0,norte
14311,17090902101.0,35,homem,7.0,Parda,6404.599609375,1.0,norte
14312,17090902102.0,23,mulher,11.0,Parda,,1.0,norte
14313,17090903101.0,39,homem,5.0,Parda,,1.0,norte
14314,17090903102.0,35,mulher,5.0,Parda,1872.3999633789062,1.0,norte
14315,17090904101.0,44,homem,5.0,Preta,3120.0,1.0,norte
14316,17090904102.0,48,mulher,5.0,Parda,,1.0,norte
14317,17090905102.0,53,mulher,9.0,Parda,17490.0,0.0,norte
14318,17090906101.0,56,homem,5.0,Branca,2544.0,1.0,norte
14319,17090906102.0,29,mulher,5.0,Parda,,1.0,norte
14320,17090908101.0,26,homem,5.0,Parda,5029.7998046875,1.0,norte
14321,17090908102.0,24,gestante,7.0,Parda,1257.449951171875,1.0,norte
14322,17090909101.0,30,homem,6.0,Parda,13513.7998046875,1.0,norte
14323,17090909102.0,23,mulher,6.0,Parda,,1.0,norte
14324,17090912101.0,32,homem,5.0,Branca,10059.599609375,1.0,norte
14325,17090912102.0,25,mulher,7.0,Branca,666.5999755859375,1.0,norte
14326,17090913101.0,27,homem,5.0,Parda,5029.7998046875,1.0,norte
14327,17090913102.0,27,mulher,5.0,Branca,,1.0,norte
14328,17090914101.0,52,homem,5.0,Parda,8484.0,1.0,norte
14329,17090914102.0,47,mulher,5.0,Parda,3780.0,1.0,norte
14330,17090916101.0,56,homem,5.0,Parda,2934.050048828125,1.0,norte
14331,17090916102.0,53,mulher,5.0,Parda,,1.0,norte
14332,17090917101.0,35,homem,8.0,Parda,180.0,0.0,norte
14333,17091701101.0,59,homem,5.0,Parda,2496.0,1.0,norte
14334,17091701102.0,59,mulher,5.0,Parda,,1.0,norte
14335,17091701103.0,25,mulher,8.0,Parda,999999.0,0.0,norte
14336,17091702101.0,46,homem,5.0,Parda,3744.0,1.0,norte
14337,17091702102.0,37,mulher,11.0,Parda,5229.0,1.0,norte
14338,17091702103.0,20,homem,9.0,Parda,,0.0,norte
14339,17091703101.0,43,homem,5.0,Branca,4992.0,1.0,norte
14340,17091703102.0,35,mulher,5.0,Branca,,1.0,norte
14341,17091704102.0,49,mulher,5.0,Parda,,0.0,norte
14342,17091704103.0,27,homem,8.0,Parda,3816.0,0.0,norte
14343,17091705102.0,55,mulher,5.0,Parda,,0.0,norte
14344,17091705103.0,33,homem,5.0,Parda,,0.0,norte
14345,17091705104.0,20,mulher,10.0,Parda,,0.0,norte
14346,17091706101.0,21,homem,5.0,Parda,3816.0,1.0,norte
14347,17091706102.0,25,mulher,6.0,Parda,,1.0,norte
14348,17091706103.0,30,homem,5.0,Parda,,0.0,norte
14349,17091707101.0,49,homem,5.0,Parda,3816.0,1.0,norte
14350,17091707102.0,41,mulher,11.0,Parda,1470.0,1.0,norte
14351,17091708101.0,40,homem,5.0,Branca,3816.0,1.0,norte
14352,17091708102.0,31,mulher,10.0,Branca,445.1999816894531,1.0,norte
14353,17091709102.0,41,mulher,5.0,Branca,,0.0,norte
14354,17091710101.0,40,homem,5.0,Branca,2520.0,0.0,norte
14355,17091711101.0,41,homem,5.0,Parda,2520.0,0.0,norte
14356,17091713101.0,36,mulher,8.0,Parda,,0.0,norte
14357,17091714101.0,32,homem,5.0,Parda,3780.0,1.0,norte
14358,17091714102.0,28,mulher,6.0,Parda,,1.0,norte
14359,17091716103.0,38,homem,5.0,Parda,0.0,0.0,norte
14360,17091718101.0,39,homem,5.0,Parda,3000.0,1.0,norte
14361,17091718102.0,33,mulher,8.0,Parda,600.0,1.0,norte
14362,17092501101.0,40,mulher,5.0,Preta,1200.0,0.0,norte
14363,17092501102.0,21,homem,11.0,Branca,1200.0,0.0,norte
14364,17092501103.0,20,mulher,10.0,Preta,,0.0,norte
14365,17092502101.0,46,mulher,5.0,Parda,200.0,0.0,norte
14366,17092503101.0,37,homem,5.0,Parda,4044.0,1.0,norte
14367,17092503102.0,34,mulher,8.0,Parda,3000.0,1.0,norte
14368,17092504102.0,46,mulher,5.0,Parda,,0.0,norte
14369,17092505101.0,41,homem,5.0,Parda,0.0,1.0,norte
14370,17092505102.0,53,mulher,5.0,Parda,480.0,1.0,norte
14371,17092506101.0,32,homem,5.0,Parda,6676.5,1.0,norte
14372,17092506102.0,30,mulher,10.0,Parda,,1.0,norte
14373,17092506107.0,22,homem,5.0,Parda,247.5,0.0,norte
14374,17092507101.0,33,homem,5.0,Parda,600.0,0.0,norte
14375,17092508102.0,42,homem,5.0,Parda,1280.0,0.0,norte
14376,17092508103.0,32,mulher,6.0,Parda,,0.0,norte
14377,17092508104.0,47,homem,5.0,Parda,1188.0,0.0,norte
14378,17092511101.0,47,mulher,5.0,Parda,4800.0,1.0,norte
14379,17092511102.0,45,homem,5.0,Parda,,1.0,norte
14380,17092511103.0,25,homem,5.0,Parda,,0.0,norte
14381,17092511104.0,22,homem,11.0,Parda,,0.0,norte
14382,17092513101.0,60,homem,5.0,Parda,3816.0,0.0,norte
14383,17092514101.0,45,homem,5.0,Parda,3326.400146484375,1.0,norte
14384,17092514102.0,41,mulher,5.0,Parda,,1.0,norte
14385,17092515101.0,35,homem,5.0,Parda,990.0,1.0,norte
14386,17092515102.0,33,mulher,5.0,Parda,,1.0,norte
14387,17092517101.0,32,homem,5.0,Parda,1603.7999267578125,1.0,norte
14388,17092517102.0,25,mulher,8.0,Parda,999999.0,1.0,norte
14389,17093301102.0,44,homem,5.0,Parda,2400.0,0.0,norte
14390,17093302103.0,46,mulher,11.0,Parda,,0.0,norte
14391,17093302104.0,40,mulher,9.0,Parda,7200.0,0.0,norte
14392,17093302105.0,33,mulher,9.0,Parda,,0.0,norte
14393,17093302107.0,23,homem,5.0,Parda,707.0,0.0,norte
14394,17093302108.0,21,homem,5.0,Parda,,0.0,norte
14395,17093303102.0,25,homem,5.0,Parda,,0.0,norte
14396,17093303103.0,22,homem,6.0,Parda,1200.0,0.0,norte
14397,17093304102.0,58,mulher,5.0,Parda,0.0,0.0,norte
14398,17093304103.0,35,mulher,11.0,Parda,,0.0,norte
14399,17093304104.0,30,homem,8.0,Parda,,0.0,norte
14400,17093306102.0,53,homem,8.0,Parda,1200.0,0.0,norte
14401,17093307103.0,54,homem,5.0,Parda,,0.0,norte
14402,17093307104.0,31,homem,5.0,Parda,,0.0,norte
14403,17093307105.0,31,mulher,5.0,Parda,,0.0,norte
