latitude,longitude
-23.544693,-46.642938
-23.527273,-46.73349
-23.617385000000002,-46.673592
-23.622518,-46.698459
-23.597719,-46.650315
-23.547349,-46.642661
-23.460498,-46.527837
-23.545463,-46.571203000000004
-23.566288,-46.684349
-23.711865,-46.54358
-23.538493,-46.575158
-23.614704999999997,-46.571684999999995
-23.694235,-46.558854
-23.548898,-46.566565000000004
-23.55565,-46.598493
-23.622518,-46.698459
-23.583614999999998,-46.677578999999994
-23.527613,-46.680605
-23.517086,-46.728927
-23.565023,-46.654098
-23.541432999999998,-46.645488
-23.460498,-46.527837
-23.581143,-46.676689
-23.58545,-46.684339
-23.585107,-46.676429999999996
-23.609057999999997,-46.638023
-23.588893,-46.639482
-23.547612,-46.644965
-23.585107,-46.676429999999996
-23.711865,-46.54358
-23.54901700000001,-46.60426
-23.598713,-46.6858
-23.583498000000002,-46.675944
-23.56366400000001,-46.653651
-23.540383,-46.651128
-23.582698,-46.681699
-23.630916,-46.736519
-23.558882999999998,-46.69083
-23.570396,-46.66017
-23.476473000000002,-46.54651
-23.546023,-46.568483
-23.581559,-46.593978
-23.603788,-46.664697
-23.605823,-46.660459
-23.585107,-46.676429999999996
-23.557303,-46.614608000000004
-23.631848,-46.69143
-23.562063000000002,-46.621878
-23.582328,-46.68366500000001
-23.564748,-46.687969
-23.486437,-46.581702
-23.532903,-46.725774
-23.570396,-46.66017
-23.703433999999998,-46.55155300000001
-23.454477999999998,-46.531562
-23.631848,-46.69143
-23.654034,-46.534803000000004
-23.588777,-46.719349
-23.583468,-46.677059
-23.544693,-46.642938
-23.565105,-46.664413
-23.583443,-46.637795000000004
-23.583498000000002,-46.675944
-23.538493,-46.575158
-23.585107,-46.676429999999996
-23.58108,-46.675809
-23.55538,-46.561281
-23.546578,-46.653258
-23.546081,-46.64478
-23.521607999999997,-46.729199
-23.545463,-46.571203000000004
-23.711865,-46.54358
-23.539288,-46.663579
-23.573327,-46.644149
-23.625741,-46.576468
-23.583443,-46.637795000000004
-23.555163,-46.675637
-23.710034,-46.54867
-23.540588,-46.551603
-23.486437,-46.581702
-23.562562,-46.685497
-23.566457999999997,-46.684809
-23.570320000000002,-46.643683
-23.524402,-46.606761
-23.722154,-46.547338
-23.539713,-46.683808
-23.594687,-46.668290999999996
-23.615854000000002,-46.627368
-23.673196,-46.558455
-23.566078,-46.650739
-23.48183,-46.63151
-23.697426999999998,-46.552528
-23.596705,-46.655875
-23.599324,-46.636733
-23.527407999999998,-46.674093
-23.553043,-46.658743
-23.588168,-46.684669
-23.558698,-46.666163
-23.587077999999998,-46.643828000000006
-23.541117,-46.638728
-23.548898,-46.566565000000004
-23.583498000000002,-46.675944
-23.564703,-46.68533400000001
-23.560688,-46.668268
-23.625624,-46.69763
-23.56157300000001,-46.667282
-23.625741,-46.576468
-23.631778,-46.706474
-23.712196,-46.543347
-23.570692,-46.654236
-23.598088,-46.68425300000001
-23.623333,-46.695771
-23.703433999999998,-46.55155300000001
-23.545897,-46.644531
-23.581498,-46.651137
-23.673939,-46.536547
-23.539288,-46.663579
-23.544282,-46.661808
-23.596332999999998,-46.668673999999996
-23.633456,-46.691775
-23.564703,-46.68533400000001
-23.599579000000002,-46.609584999999996
-23.61905,-46.682533
-23.712196,-46.543347
-23.545954000000002,-46.638771999999996
-23.455143,-46.557909
-23.544693,-46.642938
-23.709229,-46.548238
-23.574308,-46.658932
-23.553878,-46.653533
-23.559197,-46.659121999999996
-23.566689999999998,-46.647887
-23.673196,-46.558455
-23.572625,-46.654173
-23.588893,-46.639482
-23.58108,-46.675809
-23.615854000000002,-46.627368
-23.564767,-46.667013
-23.659662,-46.526748
-23.622518,-46.698459
-23.566078,-46.650739
-23.548788000000002,-46.568863
-23.697426999999998,-46.552528
-23.512938000000002,-46.65697
-23.60251400000001,-46.650319
-23.548788000000002,-46.568863
-23.659079000000002,-46.528318
-23.570396,-46.66017
-23.599579000000002,-46.609584999999996
-23.570320000000002,-46.643683
-23.60251400000001,-46.650319
-23.583498000000002,-46.675944
-23.545463,-46.571203000000004
-23.486437,-46.581702
-23.661519000000002,-46.692366
-23.603788,-46.664697
-23.609683,-46.687809
-23.591848000000002,-46.679930999999996
-23.625624,-46.69763
-23.673196,-46.558455
-23.544693,-46.642938
-23.60251400000001,-46.650319
-23.602738000000002,-46.665139
-23.460498,-46.527837
-23.711865,-46.54358
-23.433253,-46.562742
-23.545897,-46.644531
-23.433253,-46.562742
-23.563636,-46.692945
-23.546538,-46.635358000000004
-23.578805,-46.640122
-23.631778,-46.706474
-23.463068,-46.535782
-23.58108,-46.675809
-23.581559,-46.593978
-23.631349,-46.696457
-23.603488,-46.667640999999996
-23.538963,-46.683958000000004
-23.571073000000002,-46.622438
-23.673196,-46.558455
-23.573327,-46.644149
-23.598473000000002,-46.674073
-23.570396,-46.66017
-23.652357000000002,-46.658239
-23.51725,-46.616683
-23.598473000000002,-46.674073
-23.486437,-46.581702
-23.58789800000001,-46.627263
-23.56259,-46.55999600000001
-23.561352,-46.675579
-23.592257999999998,-46.680564000000004
-23.585670999999998,-46.60525300000001
-23.527613,-46.680605
-23.568958,-46.660247999999996
-23.570320000000002,-46.643683
-23.504514,-46.63945
-23.603064,-46.616678
-23.48183,-46.63151
-23.585107,-46.676429999999996
-23.585364000000002,-46.67743400000001
-23.566682999999998,-46.652089000000004
-23.601573000000002,-46.63330300000001
-23.545897,-46.644531
-23.615854000000002,-46.627368
-23.621126,-46.688109000000004
-23.638605,-46.670262
-23.598473000000002,-46.674073
-23.697426999999998,-46.552528
-23.460498,-46.527837
-23.626898,-46.710692
-23.523004999999998,-46.704343
-23.570320000000002,-46.643683
-23.556476,-46.656828000000004
-23.585157000000002,-46.635588
-23.55538,-46.561281
-23.503301,-46.639432
-23.544693,-46.642938
-23.49842300000001,-46.625658
-23.579233,-46.624153
-23.573732,-46.695918
-23.564713,-46.681239
-23.585107,-46.676429999999996
-23.455143,-46.557909
-23.633368,-46.702024
-23.561532,-46.663985
-23.604982999999997,-46.693719
-23.517086,-46.728927
-23.604013000000002,-46.63625
-23.548453,-46.657308
-23.557782,-46.650043
-23.592257999999998,-46.680564000000004
-23.544648000000002,-46.566853
-23.601743,-46.661976
-23.593583,-46.677951
-23.615064,-46.742244
-23.477675,-46.601618
-23.622518,-46.698459
-23.583498000000002,-46.675944
-23.659662,-46.526748
-23.596018,-46.686958000000004
-23.585364000000002,-46.67743400000001
-23.45807000000001,-46.530429999999996
-23.585107,-46.676429999999996
-23.564767,-46.667013
-23.564713,-46.681239
-23.584801000000002,-46.617894
-23.559089,-46.659065999999996
-23.539713,-46.683808
-23.57163,-46.658758
-23.598069,-46.605308
-23.467404000000002,-46.530657
-23.486437,-46.581702
-23.573348,-46.660443
-23.563423,-46.667438
-23.610915,-46.685833
-23.609955,-46.63780300000001
-23.529713,-46.685375
-23.570384,-46.648632
-23.466552,-46.524627
-23.565397,-46.651534999999996
-23.544693,-46.642938
-23.454029000000002,-46.534328
-23.564767,-46.667013
-23.585107,-46.676429999999996
-23.460498,-46.527837
-23.596018,-46.686958000000004
-23.602763,-46.662494
-23.559863,-46.650908
-23.553665,-46.658793
-23.683613,-46.55812
-23.602738000000002,-46.665139
-23.612888,-46.657649
-23.528273000000002,-46.702119
-23.722502,-46.549842
-23.55538,-46.561281
-23.615854000000002,-46.627368
-23.545478,-46.645128
-23.596055,-46.636846999999996
-23.683613,-46.55812
-23.62286,-46.670918
-23.562598,-46.668343
-23.453626,-46.53455200000001
-23.594852,-46.68594
-23.588442999999998,-46.627488
-23.510788,-46.658483000000004
-23.584668,-46.673369
-23.539713,-46.683808
-23.523004999999998,-46.704343
-23.588893,-46.639482
-23.56157300000001,-46.667282
-23.545897,-46.644531
-23.622518,-46.698459
-23.544693,-46.642938
-23.626681,-46.561377
-23.539713,-46.683808
-23.531825,-46.726701
-23.659662,-46.526748
-23.583614999999998,-46.677578999999994
-23.557663,-46.681384
-23.58108,-46.675809
-23.601743,-46.661976
-23.460498,-46.527837
-23.569955,-46.692863
-23.544693,-46.642938
-23.570320000000002,-46.643683
-23.585107,-46.676429999999996
-23.573313,-46.631888000000004
-23.596877,-46.689898
-23.587432999999997,-46.64485300000001
-23.607255,-46.659554
-23.609613,-46.667685999999996
-23.585157000000002,-46.635588
-23.58108,-46.675809
-23.523635000000002,-46.664588
-23.559665,-46.688887
-23.460498,-46.527837
-23.523004999999998,-46.704343
-23.539713,-46.683808
-23.580433,-46.650403000000004
-23.594789000000002,-46.683436
-23.562744,-46.66950900000001
-23.531825,-46.726701
-23.553878,-46.653533
-23.690539,-46.558648
-23.57574,-46.687886
-23.567538,-46.658443
-23.545897,-46.644531
-23.645623,-46.710739000000004
-23.570320000000002,-46.643683
-23.625624,-46.69763
-23.612888,-46.657649
-23.607372,-46.694122
-23.556570999999998,-46.661628
-23.570320000000002,-46.643683
-23.546538,-46.635358000000004
-23.652317,-46.54593300000001
-23.645164,-46.641049
-23.663261,-46.53926
-23.711147,-46.550585999999996
-23.583709,-46.691342999999996
-23.510788,-46.658483000000004
-23.605653,-46.667598999999996
-23.544693,-46.642938
-23.585107,-46.676429999999996
-23.603064,-46.616678
-23.564693,-46.680599
-23.566682999999998,-46.652089000000004
-23.561575,-46.674109
-23.537378,-46.557413000000004
-23.581559,-46.593978
-23.557663,-46.681384
-23.57574,-46.687886
-23.540723,-46.592273
-23.596034,-46.68932
-23.527613,-46.680605
-23.593583,-46.677951
-23.623789000000002,-46.670633
-23.455143,-46.557909
-23.592257999999998,-46.680564000000004
-23.51538900000001,-46.695428
-23.545897,-46.644531
-23.555497,-46.635921999999994
-23.55805100000001,-46.659981
-23.550413,-46.658843
-23.697426999999998,-46.552528
-23.619425,-46.6275
-23.615854000000002,-46.627368
-23.564767,-46.667013
-23.546619,-46.5996
-23.58108,-46.675809
-23.607344,-46.692365
-23.673196,-46.558455
-23.59061,-46.689686
-23.684864,-46.557578
-23.545478,-46.645128
-23.6221,-46.671865000000004
-23.56259,-46.55999600000001
-23.601743,-46.661976
-23.55538,-46.561281
-23.519978,-46.672422999999995
-23.573732,-46.695918
-23.542897,-46.731811
-23.545897,-46.644531
-23.555788,-46.634173
-23.580888,-46.680954
-23.51441,-46.616046999999995
-23.607255,-46.659554
-23.605625,-46.694105
-23.570396,-46.66017
-23.601573000000002,-46.63330300000001
-23.576119,-46.687656
-23.58108,-46.675809
-23.56157300000001,-46.667282
-23.523004999999998,-46.704343
-23.585107,-46.676429999999996
-23.544693,-46.642938
-23.592966,-46.636663
-23.562739,-46.664757
-23.557076000000002,-46.659126
-23.586838,-46.679264
-23.544693,-46.642938
-23.595398,-46.678834
-23.555138,-46.657098
-23.551565,-46.65120200000001
-23.592257999999998,-46.680564000000004
-23.538743,-46.654128
-23.544808,-46.633183
-23.541484,-46.64569
-23.573118,-46.689304
-23.545897,-46.644531
-23.555332999999997,-46.640218
-23.538493,-46.575158
-23.613692999999998,-46.668713000000004
-23.510788,-46.658483000000004
-23.573732,-46.695918
-23.571266,-46.698181
-23.609613,-46.667685999999996
-23.545478,-46.645128
-23.573327,-46.644149
-23.460498,-46.527837
-23.630916,-46.736519
-23.570384,-46.648632
-23.631755,-46.736798
-23.565397,-46.651534999999996
-23.455143,-46.557909
-23.521273,-46.700399
-23.566682999999998,-46.652089000000004
-23.559863,-46.650908
-23.559803,-46.587263
-23.51538900000001,-46.695428
-23.582902999999998,-46.669878999999995
-23.570396,-46.66017
-23.510788,-46.658483000000004
-23.562598,-46.668343
-23.573043,-46.654628
-23.546538,-46.635358000000004
-23.633456,-46.691775
-23.523635000000002,-46.664588
-23.521273,-46.700399
-23.619035999999998,-46.69699
-23.559148999999998,-46.69215300000001
-23.51441,-46.616046999999995
-23.512938000000002,-46.65697
-23.564013,-46.683094
-23.60251400000001,-46.650319
-23.598448,-46.641063
-23.553043,-46.658743
-23.619425,-46.6275
-23.445273,-46.521465
-23.596018,-46.686958000000004
-23.711865,-46.54358
-23.609613,-46.667685999999996
-23.56366400000001,-46.653651
-23.571428,-46.661163
-23.56157300000001,-46.667282
-23.556428,-46.691544
-23.559089,-46.659065999999996
-23.608307999999997,-46.670414
-23.585157000000002,-46.635588
-23.582606,-46.637932
-23.571042000000002,-46.68739
-23.597719,-46.650315
-23.613692999999998,-46.668713000000004
-23.545308,-46.571702
-23.54901700000001,-46.60426
-23.581559,-46.593978
-23.609953,-46.637948
-23.570320000000002,-46.643683
-23.613692999999998,-46.668713000000004
-23.568203,-46.648063
-23.539713,-46.683808
-23.598448,-46.641063
-23.547816,-46.608007
-23.528273000000002,-46.702119
-23.433253,-46.562742
-23.570320000000002,-46.643683
-23.624678,-46.682942
-23.573732,-46.695918
-23.573313,-46.631888000000004
-23.587752,-46.679081
-23.604067999999998,-46.628498
-23.566457999999997,-46.684809
-23.571788,-46.655691999999995
-23.633456,-46.691775
-23.604088,-46.657289
-23.510788,-46.658483000000004
-23.553488,-46.687349
-23.532743,-46.683273
-23.463068,-46.535782
-23.630916,-46.736519
-23.60251400000001,-46.650319
-23.622518,-46.698459
-23.477675,-46.601618
-23.551565,-46.65120200000001
-23.54901700000001,-46.60426
-23.601743,-46.661976
-23.612888,-46.657649
-23.546619,-46.5996
-23.540588,-46.551603
-23.710034,-46.54867
-23.583443,-46.637795000000004
-23.529833,-46.576668
-23.583498000000002,-46.675944
-23.527313,-46.675967
-23.605563,-46.65943400000001
-23.583498000000002,-46.675944
-23.573348,-46.660443
-23.553043,-46.658743
-23.487318,-46.548642
-23.566457999999997,-46.684809
-23.570396,-46.66017
-23.578805,-46.640122
-23.577233,-46.643008
-23.573327,-46.644149
-23.573732,-46.695918
-23.683613,-46.55812
-23.570396,-46.66017
-23.613692999999998,-46.668713000000004
-23.503288,-46.635278
-23.565825,-46.651195
-23.631848,-46.69143
-23.592257999999998,-46.680564000000004
-23.529833,-46.576668
-23.581488,-46.643848
-23.599579000000002,-46.609584999999996
-23.598473000000002,-46.674073
-23.58108,-46.675809
-23.537378,-46.557413000000004
-23.570396,-46.66017
-23.587752,-46.679081
-23.570384,-46.648632
-23.588893,-46.639482
-23.523004999999998,-46.704343
-23.56157300000001,-46.667282
-23.585908,-46.677378999999995
-23.593583,-46.677951
-23.460498,-46.527837
-23.553665,-46.658793
-23.651939000000002,-46.534133000000004
-23.455143,-46.557909
-23.596332999999998,-46.668673999999996
-23.486437,-46.581702
-23.559863,-46.650908
-23.567398,-46.656928
-23.555497,-46.635921999999994
-23.633413,-46.638511
-23.593583,-46.677951
-23.559863,-46.650908
-23.585107,-46.676429999999996
-23.622518,-46.698459
-23.633577,-46.67993900000001
-23.683613,-46.55812
-23.712196,-46.543347
-23.613692999999998,-46.668713000000004
-23.483806,-46.644526
-23.56259,-46.55999600000001
-23.554253,-46.708279
-23.570320000000002,-46.643683
-23.612807999999998,-46.665569
-23.527613,-46.680605
-23.570384,-46.648632
-23.56129,-46.679528999999995
-23.573732,-46.695918
-23.582698,-46.681699
-23.585107,-46.676429999999996
-23.613692999999998,-46.668713000000004
-23.609613,-46.667685999999996
-23.550686,-46.724861
-23.571998,-46.644833
-23.630916,-46.736519
-23.601743,-46.661976
-23.609057999999997,-46.638023
-23.589032999999997,-46.678619
-23.573313,-46.631888000000004
-23.570320000000002,-46.643683
-23.622076,-46.557473
-23.565023,-46.654098
-23.565598,-46.66800300000001
-23.625624,-46.69763
-23.555788,-46.634173
-23.582908,-46.640848
-23.601743,-46.661976
-23.445273,-46.521465
-23.630496,-46.706101000000004
-23.581559,-46.593978
-23.565023,-46.654098
-23.559038,-46.699104
-23.596332999999998,-46.668673999999996
-23.570396,-46.66017
-23.556428,-46.691544
-23.596055,-46.636846999999996
-23.607344,-46.692365
-23.563636,-46.692945
-23.573732,-46.695918
-23.510788,-46.658483000000004
-23.647204000000002,-46.540258
-23.476473000000002,-46.54651
-23.625741,-46.576468
-23.652317,-46.54593300000001
-23.544808,-46.767755
-23.655510999999997,-46.692662
-23.645623,-46.710739000000004
-23.593583,-46.677951
-23.598473000000002,-46.674073
-23.523635000000002,-46.664588
-23.565397,-46.651534999999996
-23.534603,-46.566342999999996
-23.603064,-46.616678
-23.58108,-46.675809
-23.545897,-46.644531
-23.445273,-46.521465
-23.579233,-46.624153
-23.722502,-46.549842
-23.51725,-46.616683
-23.547816,-46.608007
-23.55538,-46.561281
-23.592717999999998,-46.68215900000001
-23.573555,-46.658173
-23.554338,-46.601083
-23.673196,-46.558455
-23.601743,-46.661976
-23.584423,-46.647773
-23.51725,-46.616683
-23.545897,-46.644531
-23.582698,-46.681699
-23.606069,-46.626872999999996
-23.54901,-46.642322
-23.545897,-46.644531
-23.518763,-46.703556
-23.562070000000002,-46.693267999999996
-23.548453,-46.657308
-23.527358,-46.671763
-23.476473000000002,-46.54651
-23.544693,-46.642938
-23.445273,-46.521465
-23.532743,-46.683273
-23.596908,-46.671269
-23.581559,-46.593978
-23.613685,-46.741084
-23.581488,-46.643848
-23.605563,-46.65943400000001
-23.561497,-46.563441999999995
-23.594443,-46.673894
-23.571497,-46.703694
-23.573732,-46.695918
-23.622076,-46.557473
-23.592966,-46.636663
-23.596055,-46.636846999999996
-23.546538,-46.635358000000004
-23.601743,-46.661976
-23.573313,-46.631888000000004
-23.555138,-46.657098
-23.596705,-46.655875
-23.65405,-46.532755
-23.566078,-46.650739
-23.580793,-46.650381
-23.615854000000002,-46.627368
-23.613692999999998,-46.668713000000004
-23.510788,-46.658483000000004
-23.573732,-46.695918
-23.546578,-46.653258
-23.571497,-46.703694
-23.588893,-46.639482
-23.62485,-46.683875
-23.539288,-46.663579
-23.460498,-46.527837
-23.585157000000002,-46.635588
-23.532623,-46.727689
-23.631755,-46.736798
-23.588573,-46.686184000000004
-23.631349,-46.696457
-23.528078,-46.674065
-23.565023,-46.654098
-23.592966,-46.636663
-23.540588,-46.551603
-23.510788,-46.658483000000004
-23.610756,-46.692487
-23.697426999999998,-46.552528
-23.445273,-46.521465
-23.65405,-46.532755
-23.579233,-46.624153
-23.586838,-46.679264
-23.595398,-46.678834
-23.555497,-46.635921999999994
-23.60251400000001,-46.650319
-23.541273,-46.636703000000004
-23.604982999999997,-46.693719
-23.633456,-46.691775
-23.529833,-46.576668
-23.586681,-46.67823900000001
-23.633456,-46.691775
-23.604067999999998,-46.628498
-23.527358,-46.671763
-23.562063000000002,-46.621878
-23.559665,-46.688887
-23.544693,-46.642938
-23.573732,-46.695918
-23.564767,-46.667013
-23.601743,-46.661976
-23.476473000000002,-46.54651
-23.607344,-46.692365
-23.564748,-46.687969
-23.697426999999998,-46.552528
-23.711865,-46.54358
-23.544693,-46.642938
-23.55805100000001,-46.659981
-23.566457999999997,-46.684809
-23.510788,-46.658483000000004
-23.543126,-46.657577
-23.712196,-46.543347
-23.594443,-46.673894
-23.570320000000002,-46.643683
-23.601743,-46.661976
-23.531825,-46.726701
-23.585107,-46.676429999999996
-23.593583,-46.677951
-23.546578,-46.653258
-23.545478,-46.645128
-23.51725,-46.616683
-23.697426999999998,-46.552528
-23.535337,-46.71002100000001
-23.510788,-46.658483000000004
-23.564767,-46.667013
-23.599324,-46.636733
-23.56366400000001,-46.653651
-23.608703,-46.65945900000001
-23.566128,-46.65470300000001
-23.601743,-46.661976
-23.570396,-46.66017
-23.613653,-46.682429
-23.578805,-46.640122
-23.598473000000002,-46.674073
-23.565023,-46.654098
-23.588893,-46.639482
-23.570384,-46.648632
-23.567527,-46.694327
-23.625624,-46.69763
-23.553878,-46.653533
-23.573348,-46.660443
-23.538743,-46.654128
-23.528413,-46.635564
-23.460498,-46.527837
-23.65405,-46.532755
-23.585157000000002,-46.635588
-23.592966,-46.636663
-23.683097,-46.557902
-23.525129999999997,-46.736297
-23.486437,-46.581702
-23.54901,-46.642322
-23.585157000000002,-46.635588
-23.585157000000002,-46.635588
-23.577233,-46.643008
-23.625429,-46.55342
-23.561497,-46.563441999999995
-23.570396,-46.66017
-23.645732000000002,-46.727521
-23.601743,-46.661976
-23.555332999999997,-46.640218
-23.548263000000002,-46.685604
-23.48183,-46.63151
-23.62286,-46.670918
-23.510788,-46.658483000000004
-23.581488,-46.643848
-23.583468,-46.677059
-23.576973000000002,-46.630718
-23.620992,-46.700619
-23.581488,-46.643848
-23.617418,-46.677603999999995
-23.581559,-46.593978
-23.564767,-46.667013
-23.703433999999998,-46.55155300000001
-23.562804999999997,-46.686647
