,origin_latitude,origin_longitude,destination_latitude,destination_longitude,regiao,date
4301,-23.203127,-45.90739,-23.1990726,-45.91086749999999,Sao Jose Dos Campos,2019-05-20 13:47:12.593
49501,-8.110445799999999,-34.893602200000004,-8.108604,-34.897655,Recife,2019-05-19 20:11:53.184
44463,-8.0620038,-34.908080600000005,-8.054731,-34.909236,Recife,2019-05-20 20:25:51.449
5095,-3.7345422999999993,-38.5494959,-3.748028,-38.54932700000001,Fortaleza,2019-05-19 20:36:42.165
31222,-8.086855,-34.905638,-8.109295,-34.88988,Recife,2019-05-20 22:01:25.410
45906,-22.900484,-43.179976,-22.896743,-43.184048,Rio - Centro,2019-05-20 12:52:38.616
41283,-21.18322,-47.80809489999999,-21.192482,-47.80568,Ribeirao Preto,2019-05-20 11:42:46.010
39990,-27.6131805,-48.58528610000001,-27.600244,-48.583856,Florianopolis,2019-05-19 22:18:42.714
38861,-22.893156,-43.11133,-22.9192887,-43.0881043,Niteroi,2019-05-20 17:23:02.853
4246,-23.6130713,-46.6690723,-23.607217,-46.690469,Sao Paulo,2019-05-19 15:14:25.063
45390,-12.969988,-38.481,-12.9708441,-38.4878421,Salvador,2019-05-20 16:55:32.231
28238,-15.733119,-47.8988,-15.743742,-47.91213,Brasilia,2019-05-19 17:43:53.841
14088,-23.587898000000006,-46.627263,-23.586558,-46.626326,Sao Paulo,2019-05-19 20:10:54.702
19420,-25.4504158,-49.2771528,-25.4584556,-49.289659,Curitiba,2019-05-20 12:02:08.058
19725,-23.5873774,-46.6453375,-23.5612343,-46.6625912,Sao Paulo,2019-05-19 16:24:33.422
12052,-8.0471827,-34.8951341,-8.0394389,-34.91704779999999,Recife,2019-05-19 20:45:59.996
44987,-23.6474835,-46.54044320000001,-23.617579,-46.537713,Abc,2019-05-20 21:22:43.931
6714,-23.539539,-46.639272,-23.541083,-46.639542,Sao Paulo,2019-05-19 20:39:51.841
37147,-8.076592,-34.910874,-8.069414,-34.928684999999994,Recife,2019-05-20 16:33:16.281
44661,-23.539889,-46.683781,-23.5510413,-46.6472272,Sao Paulo,2019-05-19 19:44:50.935
40757,-22.912123,-43.187775,-22.90176,-43.173968,Rio - Zona Sul,2019-05-20 18:03:56.521
5137,-23.000727,-43.371081,-23.00428,-43.329956,Rio - Barra,2019-05-19 20:40:45.159
7412,-22.9554702,-43.1860503,-22.945328,-43.183701,Rio - Zona Sul,2019-05-20 21:49:41.205
26145,-15.59367,-56.108066,-15.5826576,-56.1110623,Cuiaba,2019-05-20 12:36:22.047
34801,-3.7361343,-38.4926712,-3.774014,-38.5122001,Fortaleza,2019-05-19 21:41:26.268
29534,-23.622606,-46.698577,-23.6059493,-46.69458970000001,Sao Paulo,2019-05-19 22:16:15.814
2391,-15.834218900000002,-48.0373027,-15.8370094,-48.0162203,Brasilia,2019-05-20 12:49:47.312
24935,-15.7973517,-47.9182909,-15.805634,-47.929929,Brasilia,2019-05-19 15:34:10.269
31654,-23.6087137,-46.6382768,-23.6168241,-46.6341691,Sao Paulo,2019-05-19 13:24:06.776
31643,-15.747049300000002,-47.8835919,-15.744579000000002,-47.888702,Brasilia,2019-05-19 21:52:49.804
222,-23.5734735,-46.6441814,-23.572087,-46.6250992,Sao Paulo,2019-05-20 19:23:09.735
31025,-23.5867834,-46.6110058,-23.603012,-46.617169,Sao Paulo,2019-05-19 19:14:02.317
30464,-23.4780999,-46.5538271,-23.467341,-46.549059,Guarulhos,2019-05-19 20:04:38.359
36902,-8.0346767,-34.8983237,-8.03,-34.92,Recife,2019-05-19 12:29:09.846
18773,-23.614122,-46.775402,-23.605678,-46.76956,Taboao Da Serra,2019-05-20 20:08:20.529
31376,-16.706129999999998,-49.266295,-16.677429999999998,-49.270887,Goiania,2019-05-20 19:57:38.098
1464,-8.1192043,-34.9046934,-8.127751,-34.907349,Recife,2019-05-19 11:31:13.999
21788,-23.1925038,-45.8783832,-23.204166,-45.895676,Sao Jose Dos Campos,2019-05-19 12:03:49.006
12777,-22.7040032,-47.6495155,-22.737165,-47.651576,Piracicaba,2019-05-19 11:21:16.318
35372,-23.572578,-46.69569600000001,-23.570436,-46.705975,Sao Paulo,2019-05-20 13:10:23.254
41852,-9.6440475,-35.734975799999994,-9.649915,-35.739461,Maceio,2019-05-20 20:07:33.622
41445,-23.625658,-46.580161,-23.6040546,-46.552110600000006,Abc,2019-05-19 21:09:16.849
17117,-12.957034,-38.441941,-12.944768,-38.448027,Restaurante Parceiro,2019-05-20 20:15:55.025
41217,-8.0385143,-34.9044165,-8.033180999999999,-34.896166,Recife,2019-05-19 15:05:24.769
48768,-16.7197374,-49.2689383,-16.7021244,-49.2696338,Goiania,2019-05-20 22:34:25.979
22857,-22.956044,-43.1856441,-22.9635215,-43.1719813,Rio - Zona Sul,2019-05-20 12:56:43.954
30794,-23.5341143,-46.5666177,-23.535549,-46.599553,Sao Paulo,2019-05-19 20:31:09.797
10681,-23.001154,-43.3828856,-23.000357,-43.412342,Rio - Barra,2019-05-20 12:02:11.985
35766,-23.5406718,-46.71549520000001,-23.566888,-46.66744,Sao Paulo,2019-05-20 12:22:40.446
13649,-23.2348214,-45.8886896,-23.195975,-45.876703000000006,Sao Jose Dos Campos,2019-05-19 22:23:12.806
1698,-23.000695,-43.419351,-22.9645052,-43.40592210000001,Rio - Barra,2019-05-19 16:05:51.002
5198,-23.6971425,-46.566811,-23.711255,-46.581099,Abc,2019-05-19 18:33:51.684
31417,-19.74779,-47.952145,-19.736848,-47.94063,Uberaba,2019-05-20 15:38:36.867
47629,-22.9759383,-43.2287254,-22.984334,-43.241614,Rio - Zona Sul,2019-05-20 14:23:12.839
16696,-15.851728,-47.953583,-15.821805,-47.91647800000001,Brasilia,2019-05-19 20:50:05.912
20559,-23.5246051,-47.4645896,-23.492605,-47.480559,Sorocaba,2019-05-20 19:45:20.309
4180,-23.5716841,-46.7035794,-23.544646,-46.691838,Sao Paulo,2019-05-19 19:07:38.846
36427,-21.200848,-47.80433710000001,-21.219936,-47.828933,Ribeirao Preto,2019-05-20 20:32:21.834
634,-25.449119600000003,-49.299949,-25.458367000000006,-49.302167,Curitiba,2019-05-20 17:42:58.738
8035,-23.6027111,-46.634939,-23.613068,-46.646745,Sao Paulo,2019-05-19 10:39:39.423
35038,-8.118946000000001,-34.904827000000004,-8.116958,-34.893145000000004,Recife,2019-05-19 13:20:09.217
8850,-23.5212145,-46.7006456,-23.5238246,-46.6909863,Sao Paulo,2019-05-20 12:32:29.063
40075,-26.285458,-48.848994,-26.277955,-48.847345,Joinville,2019-05-20 19:11:32.004
30846,-25.4381799,-49.2664583,-25.4253972,-49.2611439,Curitiba,2019-05-19 13:04:49.139
35028,-18.9134229,-48.270514,-18.911501,-48.25149,Uberlandia,2019-05-19 12:19:24.892
24090,-16.705632,-49.268819,-16.698138,-49.274746,Goiania,2019-05-19 13:42:31.016
14788,-8.0620038,-34.908080600000005,-8.062422,-34.871707,Recife,2019-05-20 12:24:11.729
47415,-15.777261800000002,-47.8779489,-15.743742,-47.91213,Brasilia,2019-05-19 12:51:14.109
38748,-22.8071682,-47.0776126,-22.7897454,-47.0751326,Campinas,2019-05-19 11:15:58.587
18056,-15.72009,-47.885852,-15.758106,-47.899964,Brasilia,2019-05-20 17:28:26.333
27329,-15.733479999999998,-47.899154,-15.756143,-47.898455,Brasilia,2019-05-19 13:19:55.505
22559,-23.545359,-46.644847,-23.555098,-46.651937,Sao Paulo,2019-05-20 19:07:24.088
40057,-15.796264,-47.918263,-15.800693,-47.92902,Brasilia,2019-05-19 15:08:57.355
7925,-3.7641678,-38.5144475,-3.7617599,-38.5382918,Fortaleza,2019-05-19 19:31:11.584
49015,-29.914913,-51.165682,-29.92299,-51.15586500000001,Canoas,2019-05-19 21:56:25.910
25996,-9.647839,-35.715781,-9.6464828,-35.7110932,Maceio,2019-05-19 19:54:05.336
39790,-23.5481144,-46.7507396,-23.535093,-46.760886,Sao Paulo,2019-05-19 21:59:55.887
26536,-23.4551216,-46.5574019,-23.45159,-46.544759,Guarulhos,2019-05-19 18:36:46.717
16174,-23.5843942,-46.6750807,-23.5795989,-46.6626719,Sao Paulo,2019-05-20 14:08:32.144
16002,-8.047518,-34.89942,-8.048026,-34.931991,Recife,2019-05-20 12:32:25.959
38889,-22.8096203,-47.0785671,-22.805301,-47.066418,Restaurante Parceiro,2019-05-19 19:44:04.427
34668,-19.908446,-43.926884,-19.927952,-43.942388,Belo Horizonte,2019-05-20 20:42:17.184
43049,-20.463134,-54.579162,-20.441975,-54.610397,Campo Grande,2019-05-20 22:49:06.508
24694,-16.719639,-49.26712,-16.70411,-49.27975,Goiania,2019-05-19 20:29:00.428
24467,-23.030608,-45.562675,-23.036613,-45.58833900000001,Taubate,2019-05-19 12:20:45.055
45279,-22.9571931,-43.1766428,-22.971395,-43.187935,Rio - Zona Sul,2019-05-20 11:41:42.368
25762,-22.9759383,-43.2287254,-22.981259,-43.221539,Rio - Zona Sul,2019-05-19 16:43:21.518
2046,-16.695228,-49.2652932,-16.697055,-49.254289,Goiania,2019-05-20 11:34:58.896
25856,-8.0875269,-34.895672,-8.049168,-34.894938,Recife,2019-05-20 11:59:17.375
26979,-16.709568,-49.237167,-16.711706,-49.266054,Goiania,2019-05-20 13:43:18.462
16653,-25.477605,-49.291074,-25.480488,-49.271951,Curitiba,2019-05-19 20:05:08.718
10936,-23.546615,-46.644851,-23.56853,-46.652014,Sao Paulo,2019-05-20 12:23:23.143
17645,-23.488129500000007,-46.5491937,-23.4727258,-46.5335379,Guarulhos,2019-05-19 13:55:23.977
47628,-23.313732,-51.165697,-23.317379000000006,-51.16846500000001,Londrina,2019-05-19 20:22:56.895
39201,-22.784131,-47.083326,-22.7842808,-47.065506,Campinas,2019-05-19 14:59:01.415
22329,-23.6473675,-46.5226017,-23.67151,-46.550307,Restaurante Parceiro,2019-05-19 20:38:40.335
11,-29.1648237,-51.1861446,-29.1692764,-51.1801801,Caxias Do Sul,2019-05-20 11:28:14.864
29815,-23.5572304,-46.692248,-23.576911,-46.690174,Sao Paulo,2019-05-19 13:48:21.217
18863,-3.758348099999999,-38.4853189,-3.772315,-38.473316,Fortaleza,2019-05-20 12:14:07.363
8295,-19.9459605,-43.9523294,-19.9465936,-43.9552671,Belo Horizonte,2019-05-20 11:52:19.581
4645,-15.797048,-47.918367,-15.789215,-47.889291,Brasilia,2019-05-20 22:20:54.673
15012,-22.9418,-43.34121500000001,-22.9269277,-43.34861420000001,Rio - Jacarepagua,2019-05-20 21:25:51.032
32069,-30.0452242,-51.2210191,-30.0837467,-51.21725960000001,Porto Alegre,2019-05-20 11:43:13.515
14865,-23.566317,-46.652843,-23.5883775,-46.6426004,Sao Paulo,2019-05-19 18:53:36.162
12325,-18.910389,-48.261806,-18.9233589,-48.25266920000001,Uberlandia,2019-05-19 20:15:30.280
10636,-15.733039000000002,-47.899268,-15.747244,-47.89103400000001,Brasilia,2019-05-19 15:24:08.345
41116,-23.608786,-46.689889,-23.59519,-46.681567,Sao Paulo,2019-05-19 20:15:55.124
22911,-23.609717,-46.666031,-23.596704000000006,-46.6463787,Sao Paulo,2019-05-19 13:33:41.731
25884,-22.947989,-43.184083,-22.965877,-43.217742,Rio - Zona Sul,2019-05-20 17:01:01.939
11763,-23.204379,-45.908538,-23.2408999,-45.90543570000001,Sao Jose Dos Campos,2019-05-19 19:02:59.528
819,-25.4271207,-49.2553413,-25.391887,-49.292142,Curitiba,2019-05-19 12:19:21.228
1904,-3.736217,-38.496768,-3.741574,-38.480162,Fortaleza,2019-05-20 18:53:30.063
8658,-25.4504158,-49.2771528,-25.417795,-49.268268,Curitiba,2019-05-20 11:49:45.656
21993,-20.3147829,-40.29528060000001,-20.310673,-40.295295,Vitoria,2019-05-19 12:27:10.594
36789,-25.416165,-49.245666,-25.404128,-49.257372,Curitiba,2019-05-20 12:07:25.300
36794,-23.5734735,-46.6441814,-23.56721,-46.645586,Sao Paulo,2019-05-19 11:02:35.684
29242,-22.8720078,-47.0292625,-22.85244,-47.054229,Campinas,2019-05-20 11:22:44.881
23979,-9.669277,-35.71537199999999,-9.660372,-35.732059,Maceio,2019-05-20 20:01:09.436
24353,-12.995295,-38.46482,-13.005651,-38.457801,Salvador,2019-05-20 14:54:23.183
45372,-15.766182999999998,-47.877997,-15.796845,-47.892545,Brasilia,2019-05-20 12:37:34.311
44359,-22.9868665,-43.1893577,-22.964382,-43.178459,Rio - Zona Sul,2019-05-19 20:42:33.895
18558,-23.3308668,-51.170153000000006,-23.335917,-51.176836,Londrina,2019-05-20 11:31:09.923
31384,-23.5474428,-46.7570686,-23.546153,-46.766538,Sao Paulo,2019-05-19 16:22:44.643
20517,-23.505954,-47.4716814,-23.539461,-47.478163,Sorocaba,2019-05-20 13:14:23.372
38955,-20.4649358,-54.6241338,-20.49856,-54.619988,Campo Grande,2019-05-19 11:47:21.120
15235,-23.3308668,-51.170153000000006,-23.296868,-51.145605,Londrina,2019-05-20 11:39:43.209
13943,-8.131639999999999,-34.903287,-8.14058,-34.904016,Recife,2019-05-19 12:10:29.283
6248,-3.728059,-38.495381,-3.7302722,-38.4955454,Fortaleza,2019-05-19 16:30:11.754
29514,-19.9270942,-43.9279119,-19.918149,-43.966136,Belo Horizonte,2019-05-20 12:48:03.866
22569,-19.975885,-43.94518,-19.967069,-43.956471,Belo Horizonte,2019-05-20 13:01:31.717
20321,-23.6207116,-46.639536,-23.625223,-46.646406,Sao Paulo,2019-05-20 12:35:57.103
5072,-23.299715,-51.179343,-23.3283562,-51.1937148,Londrina,2019-05-20 22:51:15.386
19632,-23.546577,-46.638632,-23.5384253,-46.6470333,Sao Paulo,2019-05-19 16:34:13.022
16403,-8.129856,-34.902781,-8.12933,-34.902394,Recife,2019-05-19 21:57:39.772
23126,-19.9464309,-44.02181969999999,-19.973821,-44.016602,Contagem,2019-05-20 13:24:45.535
11004,-20.353702,-40.284462,-20.332233,-40.28265,Vila Velha,2019-05-19 14:38:21.401
6874,-23.608786,-46.689889,-23.61066,-46.668533,Sao Paulo,2019-05-19 12:59:50.326
29494,-16.719639,-49.26712,-16.672578,-49.259723,Goiania,2019-05-19 12:52:57.571
9798,-21.1956805,-47.8048394,-21.2242217,-47.78548,Ribeirao Preto,2019-05-19 19:41:41.683
35860,-15.794422,-47.888939,-15.814015,-47.891045,Brasilia,2019-05-19 15:23:09.990
21939,-23.725828,-46.532592,-23.718213,-46.553287,Abc,2019-05-20 19:58:55.076
13150,-23.569955,-46.692863,-23.5491217,-46.6880095,Sao Paulo,2019-05-20 19:33:13.006
6669,-10.939986,-37.053178,-10.952442,-37.067638,Aracaju,2019-05-19 17:42:18.849
17340,-19.737327,-47.94455,-19.728451,-47.94257,Uberaba,2019-05-19 20:39:44.730
39860,-22.9334049,-43.2413254,-22.934496,-43.233771,Rio - Centro,2019-05-20 15:18:49.163
36831,-23.5743855,-46.6441896,-23.5569756,-46.6638576,Sao Paulo,2019-05-19 18:08:34.897
32034,-19.969218,-43.960302,-19.9264832,-43.93835120000001,Belo Horizonte,2019-05-20 19:27:14.440
39149,-22.020468,-47.911696,-22.00816,-47.909539,Sao Carlos,2019-05-19 19:37:39.388
48961,-22.93525,-43.18911,-22.9344617,-43.1868519,Rio - Zona Sul,2019-05-19 21:12:29.615
44638,-19.947707,-44.026108,-19.971524,-44.032235,Contagem,2019-05-20 18:36:44.961
46402,-18.927138,-48.280326,-18.946979,-48.286213,Uberlandia,2019-05-19 12:31:49.649
31404,-23.563577,-46.593915,-23.579267,-46.589704,Sao Paulo,2019-05-19 12:07:31.743
36553,-23.5265199,-46.674211,-23.543724,-46.733098,Sao Paulo,2019-05-20 13:03:23.555
47627,-15.619325,-56.075613,-15.617904,-56.063125,Cuiaba,2019-05-19 19:25:07.648
35358,-23.579748,-46.594365,-23.57311,-46.599319,Sao Paulo,2019-05-20 12:24:48.361
11943,-20.279046,-40.29506370000001,-20.2885432,-40.3060857,Vitoria,2019-05-19 15:53:06.352
42186,-22.851655,-47.053729,-22.816093,-47.067737,Campinas,2019-05-20 18:25:03.061
3652,-23.557066,-46.645162,-23.583727,-46.64541,Sao Paulo,2019-05-19 02:01:50.517
49240,-16.7139282,-49.2717276,-16.720897,-49.2662831,Goiania,2019-05-19 21:49:00.141
7225,-16.705632,-49.268819,-16.688294,-49.269628,Goiania,2019-05-19 18:45:54.493
32645,-30.049779,-51.2284706,-30.053125,-51.222623,Porto Alegre,2019-05-19 12:12:01.778
15469,-16.7081154,-49.2456532,-16.671682,-49.25565200000001,Goiania,2019-05-19 22:07:29.701
48288,-22.752356,-43.305225,-22.787362,-43.314311,Duque De Caxias,2019-05-19 20:56:02.581
20021,-19.9359776,-43.93671970000001,-19.946565300000003,-43.9371403,Belo Horizonte,2019-05-20 13:57:35.478
44234,-23.5539929,-46.65271170000001,-23.555866,-46.651699,Sao Paulo,2019-05-20 11:50:30.938
43131,-23.55059,-46.721834,-23.5278097,-46.7009023,Sao Paulo,2019-05-20 19:28:00.484
23549,-23.52565,-46.681606,-23.524794,-46.687455,Sao Paulo,2019-05-20 15:05:07.398
7122,-3.7671729,-38.5166458,-3.748019,-38.521692,Fortaleza,2019-05-20 20:18:39.208
44575,-22.921939,-43.235373,-22.9098796,-43.2385706,Rio - Centro,2019-05-19 12:42:04.987
17133,-23.214796,-46.891068,-23.2283688,-46.8557599,Jundiai,2019-05-20 19:45:42.598
2365,-20.3647604,-40.307327,-20.34832,-40.315008,Vila Velha,2019-05-20 21:44:20.506
44603,-25.4795462,-49.30741039999999,-25.457085,-49.314204,Curitiba,2019-05-19 14:51:26.037
16196,-25.4502545,-49.28171629999999,-25.438321,-49.263924,Curitiba,2019-05-20 19:13:04.986
33678,-3.7321661,-38.5064444,-3.737631,-38.488563,Fortaleza,2019-05-19 19:30:09.929
14955,-19.938122,-43.9421555,-19.962521,-43.948821,Belo Horizonte,2019-05-20 19:16:38.818
44971,-16.699610999999994,-49.26003,-16.680478,-49.244599,Goiania,2019-05-19 11:12:18.684
28957,-22.8955312,-47.0476233,-22.900356,-47.059481,Campinas,2019-05-19 15:39:44.542
32260,-23.5146222,-46.6598655,-23.533973,-46.678593,Sao Paulo,2019-05-19 12:10:39.798
39866,-25.4784971,-49.2942778,-25.4800145,-49.2863667,Curitiba,2019-05-20 21:24:02.939
22107,-23.6930701,-46.5504359,-23.7140138,-46.5827982,Abc,2019-05-19 11:43:10.366
42363,-23.5401977,-46.6528642,-23.557872,-46.661517,Sao Paulo,2019-05-19 15:02:22.423
5079,-23.3155749,-51.1668268,-23.289183,-51.169474,Londrina,2019-05-20 12:43:55.454
44974,-16.697528,-49.266169,-16.725973,-49.283893,Goiania,2019-05-20 18:10:32.086
32033,-19.928075600000003,-43.9597989,-19.95902,-43.9352959,Belo Horizonte,2019-05-20 11:19:14.719
19026,-23.5713133,-46.65833320000001,-23.566041,-46.663138,Sao Paulo,2019-05-20 19:47:17.358
2192,-22.9708739,-43.1875356,-22.9680929,-43.1881447,Rio - Zona Sul,2019-05-19 17:01:04.381
4562,-23.6309272,-46.69294160000001,-23.660743300000004,-46.6861481,Sao Paulo,2019-05-20 19:32:39.249
43379,-25.4352835,-49.284955,-25.435618,-49.276796,Curitiba,2019-05-19 19:20:15.854
3595,-23.5528977,-46.6422765,-23.531354,-46.647753,Sao Paulo,2019-05-20 00:08:02.690
22919,-23.6220642,-46.5569573,-23.624419,-46.559483,Abc,2019-05-19 20:34:52.174
32639,-30.049623600000004,-51.2291848,-30.059104,-51.226638,Porto Alegre,2019-05-19 19:44:53.006
29583,-15.799877,-47.922779,-15.809662,-47.943462,Brasilia,2019-05-20 15:02:18.706
21971,-22.915803600000004,-43.2217375,-22.914387,-43.223772,Rio - Centro,2019-05-19 13:42:57.697
33587,-19.938397100000003,-43.9389659,-19.9094,-43.932357,Belo Horizonte,2019-05-20 19:16:09.133
23425,-23.5594669,-46.6816558,-23.519148,-46.697804,Sao Paulo,2019-05-19 19:04:10.255
47069,-22.9854504,-43.2073198,-22.98414,-43.21071,Rio - Zona Sul,2019-05-19 20:52:02.413
49842,-23.342202800000006,-51.1856562,-23.345744,-51.173667,Londrina,2019-05-19 21:25:36.091
41275,-22.969181,-43.186873,-22.9463983,-43.1830906,Rio - Zona Sul,2019-05-20 20:14:59.384
12768,-23.5215965,-46.6237451,-23.530739,-46.665588,Sao Paulo,2019-05-20 20:00:05.238
9337,-22.922498,-43.222121,-22.8923784,-43.2202209,Rio - Centro,2019-05-19 19:04:58.490
30788,-23.032012,-45.564359,-23.028636,-45.592407,Taubate,2019-05-19 20:13:34.469
32613,-19.924933,-43.908396,-19.8959942,-43.924358700000006,Belo Horizonte,2019-05-20 13:02:54.162
38366,-8.1189455,-34.904827399999995,-8.122596999999999,-34.9049782,Recife,2019-05-19 18:58:26.850
3215,-22.9571931,-43.1766428,-22.9287344,-43.1795205,Rio - Zona Sul,2019-05-20 11:52:42.044
43061,-23.982293,-46.310118,-23.98485,-46.307386,Santos,2019-05-19 20:04:01.218
47260,-22.907460600000004,-43.1057689,-22.902989,-43.122377,Niteroi,2019-05-20 19:40:53.367
14169,-15.823002,-47.900646,-15.831914,-47.924912,Brasilia,2019-05-20 20:11:30.726
23863,-12.949233,-38.494574,-12.9768768,-38.5106741,Salvador,2019-05-19 22:51:13.660
24657,-15.834535,-47.917144,-15.826775,-47.919081,Brasilia,2019-05-20 12:20:19.817
32565,-12.989262,-38.437001,-12.972270300000002,-38.4342669,Salvador,2019-05-19 16:31:32.317
21098,-29.995416100000003,-51.1873991,-29.9834261,-51.1961239,Porto Alegre,2019-05-20 22:00:57.568
35343,-22.020468,-47.911696,-22.019555,-47.900163,Sao Carlos,2019-05-19 18:10:36.944
41637,-23.5658059,-46.6508012,-23.553723100000006,-46.6572402,Sao Paulo,2019-05-20 19:43:48.594
19616,-19.753019,-47.948047,-19.75393,-47.961721,Uberaba,2019-05-20 18:15:21.264
25121,-19.933625,-43.95193,-19.9198151,-43.9611931,Belo Horizonte,2019-05-19 19:16:59.848
29836,-22.922498,-43.222121,-22.917902,-43.247671,Rio - Centro,2019-05-19 18:29:30.676
38953,-20.2810357,-40.2990703,-20.282745,-40.293574,Vitoria,2019-05-20 11:59:08.758
14438,-23.207489,-45.906049,-23.198284,-45.947415,Sao Jose Dos Campos,2019-05-19 12:56:22.596
31856,-23.546615,-46.644851,-23.5510142,-46.6427914,Sao Paulo,2019-05-20 14:14:54.065
11550,-23.603848,-46.669809,-23.6127102,-46.6837266,Sao Paulo,2019-05-19 16:06:46.908
13974,-25.4776142,-49.2896717,-25.459709,-49.285235,Curitiba,2019-05-19 11:37:12.495
41653,-30.0500065,-51.22882720000001,-30.080999,-51.23669899999999,Porto Alegre,2019-05-19 20:05:32.884
26501,-27.591822,-48.610231,-27.572518,-48.603754,Sao Jose,2019-05-19 12:42:05.990
8111,-15.798903,-47.920851,-15.8225781,-47.9541225,Brasilia,2019-05-20 21:10:54.371
29057,-20.421195,-54.58248199999999,-20.4409418,-54.57563100000001,Campo Grande,2019-05-19 11:51:00.711
11967,-23.6063115,-46.6890349,-23.625408,-46.687411,Sao Paulo,2019-05-20 19:58:28.973
15788,-23.625658,-46.580161,-23.617598,-46.573293,Abc,2019-05-20 18:24:39.859
674,-15.79501,-47.916538,-15.795443,-47.912702,Brasilia,2019-05-20 12:39:27.088
11256,-23.5725778,-46.69569620000001,-23.570365,-46.724873,Sao Paulo,2019-05-19 15:16:18.702
9672,-22.893214,-47.09072370000001,-22.8798275,-47.052063200000006,Campinas,2019-05-19 12:42:38.083
17685,-23.329026,-51.1778287,-23.3325276,-51.1818537,Londrina,2019-05-19 15:08:17.625
9427,-22.922251,-47.083722,-22.8899347,-47.09315820000001,Campinas,2019-05-19 13:49:10.890
11537,-23.56617,-46.665895,-23.5596796,-46.6515568,Sao Paulo,2019-05-19 18:33:02.307
13661,-15.798367,-48.049305,-15.795193,-48.001434,Brasilia,2019-05-19 19:22:37.456
44149,-23.610655,-46.691001,-23.6333388,-46.72946109999999,Sao Paulo,2019-05-20 11:47:20.313
10437,-23.595298,-46.686682,-23.603538,-46.679051,Sao Paulo,2019-05-20 16:38:15.239
36726,-3.7345422999999993,-38.5494959,-3.732978,-38.576888,Fortaleza,2019-05-20 22:24:33.061
30505,-22.891767,-47.0472336,-22.88857,-47.052264,Campinas,2019-05-19 16:19:19.270
10386,-3.7442905,-38.5375352,-3.74318,-38.51011,Fortaleza,2019-05-19 11:14:38.077
30492,-12.996049800000002,-38.4423194,-12.969908,-38.41300800000001,Salvador,2019-05-20 20:23:36.722
11794,-15.745251,-47.893309,-15.7816515,-47.87435720000001,Brasilia,2019-05-19 12:53:08.977
8216,-23.0111367,-43.4609839,-23.017957,-43.481376,Rio - Barra,2019-05-20 13:16:28.060
17345,-16.719639,-49.26712,-16.69455,-49.26662,Goiania,2019-05-20 12:02:47.629
2821,-30.0384339,-51.22347910000001,-30.0508152,-51.2093634,Porto Alegre,2019-05-19 16:08:54.860
45219,-23.4733449,-46.5330614,-23.476431,-46.544817,Guarulhos,2019-05-20 19:38:51.422
34528,-23.584238,-46.675065,-23.5723192,-46.6513027,Sao Paulo,2019-05-19 13:24:50.574
43447,-12.969988,-38.481,-12.986749,-38.482484,Salvador,2019-05-19 17:27:46.644
42269,-20.257961,-40.2695307,-20.2880582,-40.2934078,Vitoria,2019-05-19 19:11:03.173
35816,-30.023239,-51.19450300000001,-30.007990600000007,-51.2066916,Porto Alegre,2019-05-19 19:39:10.555
6172,-23.630916,-46.736519,-23.6368061,-46.73747150000001,Sao Paulo,2019-05-19 12:58:09.551
17635,-23.554873,-46.656805,-23.555446,-46.681057,Sao Paulo,2019-05-20 21:14:34.033
31648,-23.545318,-46.654903,-23.549626,-46.611373,Sao Paulo,2019-05-19 17:31:07.014
32403,-18.910389,-48.261806,-18.922169,-48.262367,Uberlandia,2019-05-19 19:36:44.655
12106,-15.801368,-47.925387,-15.795175,-47.920699,Brasilia,2019-05-20 17:41:52.126
28309,-22.867312,-43.093681,-22.9052994,-43.0991616,Niteroi,2019-05-20 14:36:16.261
47487,-19.9378741,-43.9371654,-19.935089,-43.946875,Belo Horizonte,2019-05-20 12:39:26.218
33963,-23.194882,-45.893991,-23.2078412,-45.9015439,Sao Jose Dos Campos,2019-05-19 18:58:18.876
29962,-15.738689,-47.900867,-15.790159,-47.887306,Brasilia,2019-05-19 19:47:21.397
39267,-23.6101868,-46.6381975,-23.6128,-46.642271,Sao Paulo,2019-05-20 19:56:28.412
33598,-12.9954233,-38.4712748,-12.980155,-38.496693,Salvador,2019-05-19 17:23:25.281
49239,-23.4610984,-46.5281565,-23.483543,-46.540283,Guarulhos,2019-05-20 21:53:51.874
35560,-23.5236995,-46.697767,-23.524014,-46.735272,Sao Paulo,2019-05-19 11:28:45.178
17412,-20.27831,-40.300499,-20.2570298,-40.29739650000001,Vitoria,2019-05-19 19:25:19.497
27666,-23.721744,-46.549876,-23.723768,-46.572042,Abc,2019-05-19 17:39:45.138
23500,-23.639963,-46.80338,-23.629251,-46.779945,Taboao Da Serra,2019-05-20 17:27:36.365
49205,-23.5539929,-46.65271170000001,-23.546788600000006,-46.6566245,Sao Paulo,2019-05-19 13:40:15.314
20719,-23.561047,-46.445516,-23.554426,-46.462985,Restaurante Parceiro,2019-05-19 21:48:27.397
48835,-23.31229,-51.146942,-23.3084047,-51.1783325,Londrina,2019-05-20 13:15:48.517
1658,-23.1996761,-46.889651,-23.211981,-46.886989,Jundiai,2019-05-20 17:44:58.116
21246,-22.9055526,-47.0460936,-22.9093492,-47.0466323,Campinas,2019-05-19 22:08:04.283
38327,-30.060284600000006,-51.225255,-30.046149,-51.18553,Porto Alegre,2019-05-19 14:44:11.963
