,origin_latitude,origin_longitude,destination_latitude,destination_longitude,regiao,date
4659,-23.556777,-46.658946,-23.549503,-46.688549,Sao Paulo,2019-05-19 18:03:39.445
3845,-25.4504158,-49.2771528,-25.399826,-49.274103,Curitiba,2019-05-20 12:00:35.111
28522,-25.4306539,-49.2942238,-25.445434,-49.283009,Curitiba,2019-05-20 14:18:28.410
13339,-23.594852,-46.68594,-23.587957,-46.682003,Sao Paulo,2019-05-20 12:48:17.633
3463,-23.571482,-46.575283,-23.5552105,-46.57001079999999,Sao Paulo,2019-05-19 11:47:36.938
19448,-23.597877,-46.66717,-23.600289,-46.641787,Sao Paulo,2019-05-19 19:33:57.453
10910,-22.983674,-43.224149,-22.980768,-43.225342,Rio - Zona Sul,2019-05-19 19:05:16.300
13606,-16.719233,-49.260838,-16.7188135,-49.26034420000001,Goiania,2019-05-19 17:55:26.452
10672,-22.863529,-47.213557,-22.870198,-47.203498,Hortolandia,2019-05-19 19:25:11.947
11126,-15.841826,-48.023697,-15.837201,-48.025805,Brasilia,2019-05-20 20:23:28.823
12482,-23.015649,-45.56512,-23.021497,-45.583665,Taubate,2019-05-20 13:10:09.820
36766,-8.052351,-34.908302,-8.045810000000001,-34.905824,Recife,2019-05-20 21:06:23.899
28543,-27.578291,-48.543233,-27.592734000000004,-48.521086,Florianopolis,2019-05-19 21:52:22.899
13610,-12.988392,-38.478876,-12.993016,-38.493777,Salvador,2019-05-20 18:58:19.735
49951,-23.555709,-46.6571987,-23.5654894,-46.685119,Sao Paulo,2019-05-19 11:39:44.976
27866,-3.736217,-38.496768,-3.7491206,-38.4613464,Fortaleza,2019-05-20 21:02:37.761
28897,-16.6810206,-49.26687949999999,-16.710693,-49.273774,Goiania,2019-05-20 12:31:03.542
30694,-3.728059,-38.495381,-3.731401,-38.486939,Fortaleza,2019-05-19 20:01:33.746
27356,-15.834281,-47.955314,-15.8475967,-47.9791867,Brasilia,2019-05-19 17:52:41.089
44208,-23.4334151,-46.5627458,-23.441671,-46.565849,Guarulhos,2019-05-20 12:36:08.323
2588,-23.579748,-46.594365,-23.5920895,-46.5804658,Sao Paulo,2019-05-19 20:31:29.924
2601,-18.9088521,-48.2613704,-18.92854,-48.286602,Uberlandia,2019-05-20 14:45:13.752
48334,-23.5840136,-46.67198639999999,-23.594034,-46.682777,Sao Paulo,2019-05-20 19:58:53.894
8303,-19.9291397,-43.9302068,-19.931509100000003,-43.9335915,Belo Horizonte,2019-05-20 11:09:53.867
25591,-23.966444,-46.307166,-23.9690193,-46.3533362,Santos,2019-05-20 12:35:56.684
1255,-15.84172,-48.043419,-15.832409,-48.01315,Brasilia,2019-05-20 12:26:37.563
47117,-22.8977678,-47.0494574,-22.8985663,-47.0665217,Campinas,2019-05-19 17:38:05.762
44836,-15.745251,-47.893309,-15.742003,-47.902883,Brasilia,2019-05-20 11:55:23.264
49596,-22.9759383,-43.2287254,-22.980872,-43.209513,Rio - Zona Sul,2019-05-19 12:37:40.445
14907,-18.910389,-48.261806,-18.915124,-48.257661,Uberlandia,2019-05-20 22:54:10.517
37870,-23.5713337,-46.6279011,-23.595799,-46.64294500000001,Sao Paulo,2019-05-20 20:20:25.803
23899,-26.2984648,-48.84826890000001,-26.2635527,-48.8669354,Joinville,2019-05-19 12:35:39.848
11782,-23.623443,-46.69872700000001,-23.619986,-46.739418,Sao Paulo,2019-05-19 11:54:05.923
29756,-20.383031,-40.315944,-20.384569,-40.329846,Vila Velha,2019-05-19 20:05:31.682
6737,-16.695228,-49.2652932,-16.66721,-49.23828,Goiania,2019-05-20 12:07:08.374
29267,-7.144402,-34.844134999999994,-7.123042999999999,-34.841311,Joao Pessoa,2019-05-20 12:13:10.746
10358,-23.3137258,-51.1653134,-23.332857,-51.174663,Londrina,2019-05-19 21:17:22.829
18303,-25.4352835,-49.284955,-25.427305,-49.281337,Curitiba,2019-05-19 21:52:10.729
30036,-25.4351398,-49.3167883,-25.433081,-49.277799,Curitiba,2019-05-20 12:45:05.109
25385,-23.562806,-46.668882,-23.52736,-46.66855,Sao Paulo,2019-05-19 12:54:54.408
27725,-25.4252774,-49.2479572,-25.433385,-49.26192800000001,Curitiba,2019-05-20 18:50:40.870
11261,-15.836012,-48.056692,-15.839551,-48.053172,Brasilia,2019-05-20 14:41:07.956
28581,-18.8956353,-48.2611468,-18.878137,-48.261774,Uberlandia,2019-05-19 11:21:16.665
13999,-5.7861913000000005,-35.20102670000001,-5.831937,-35.223028,Natal,2019-05-19 13:08:44.601
43025,-23.545318,-46.654903,-23.527232,-46.691618,Sao Paulo,2019-05-19 12:10:42.901
15878,-15.745251,-47.893309,-15.766682800000002,-47.8778292,Brasilia,2019-05-19 17:26:52.191
5793,-22.024234,-47.887105,-22.018598,-47.907743,Sao Carlos,2019-05-19 20:42:18.787
34586,-30.0283955,-51.1710797,-30.020449,-51.173517,Porto Alegre,2019-05-20 21:02:58.366
27800,-25.413137,-49.29154000000001,-25.431434,-49.285304,Curitiba,2019-05-19 21:02:01.244
29442,-23.5731628,-46.6314312,-23.571018,-46.633633,Sao Paulo,2019-05-19 20:07:49.090
8728,-23.959008,-46.339901,-23.968035,-46.34002,Santos,2019-05-19 14:53:30.264
15942,-23.5602353,-46.6857588,-23.542792,-46.686595,Sao Paulo,2019-05-20 23:50:38.557
21272,-15.841826,-48.023697,-15.844342,-48.026468,Brasilia,2019-05-20 19:29:43.515
45922,-15.614394199999998,-56.0738965,-15.624147,-56.046763,Cuiaba,2019-05-20 15:06:17.940
35008,-8.037029200000001,-34.91251870000001,-8.040080999999999,-34.885543,Recife,2019-05-19 18:01:53.540
48769,-23.236638,-45.897693,-23.247634,-45.895375,Sao Jose Dos Campos,2019-05-20 20:59:00.345
9137,-23.56677,-46.6777142,-23.563603,-46.671068,Sao Paulo,2019-05-20 21:21:59.583
33700,-30.005074,-51.17704000000001,-30.02261,-51.141187,Porto Alegre,2019-05-20 19:29:44.191
5363,-13.006683,-38.524214,-13.0036426,-38.5212386,Salvador,2019-05-20 14:30:37.275
42947,-12.997222,-38.444393,-13.001556,-38.455148,Salvador,2019-05-19 21:49:31.834
38443,-23.555197,-46.688321,-23.533403,-46.702049,Sao Paulo,2019-05-19 19:50:35.125
4825,-19.9322578,-43.95915520000001,-19.923454100000004,-43.93094129999999,Belo Horizonte,2019-05-19 17:55:28.089
44629,-22.971076,-43.372387,-22.972177,-43.388733,Rio - Barra,2019-05-19 18:58:22.987
45447,-22.9571931,-43.1766428,-22.956206,-43.190933,Rio - Zona Sul,2019-05-20 11:48:53.736
28990,-23.5542923,-46.6486606,-23.572035,-46.6211945,Sao Paulo,2019-05-19 21:47:37.226
24161,-16.707579,-49.237066,-16.700626999999994,-49.2411095,Goiania,2019-05-19 12:44:55.534
1468,-23.609717,-46.666031,-23.632989,-46.635268,Sao Paulo,2019-05-19 14:26:58.573
4390,-23.6130713,-46.6690723,-23.6022589,-46.6861008,Sao Paulo,2019-05-19 22:47:20.332
25509,-19.9206819,-43.9201173,-19.887319,-43.93735,Belo Horizonte,2019-05-19 20:26:13.738
33956,-23.193642,-46.878026,-23.220546,-46.862622,Jundiai,2019-05-20 19:20:46.850
30524,-22.971476000000006,-43.18931129999999,-22.982444,-43.216927,Rio - Zona Sul,2019-05-19 12:57:41.417
1726,-23.5734735,-46.6441814,-23.585759,-46.586098,Sao Paulo,2019-05-19 21:21:28.574
24629,-23.623443,-46.69872700000001,-23.6319102,-46.7039151,Sao Paulo,2019-05-19 12:00:50.720
10607,-16.70794,-49.232994,-16.7147154,-49.2383877,Goiania,2019-05-20 16:51:23.150
24757,-18.923306,-48.244801,-18.895536,-48.276195,Uberlandia,2019-05-19 11:56:37.943
196,-23.587898000000006,-46.627263,-23.6247357,-46.6355617,Sao Paulo,2019-05-20 22:28:24.089
24157,-23.578366,-46.641187,-23.579166,-46.63460300000001,Sao Paulo,2019-05-19 19:33:53.461
10640,-16.712444,-49.275826,-16.686179,-49.279099,Goiania,2019-05-20 19:06:00.523
30956,-23.5488201,-46.5669239,-23.5676793,-46.5728693,Sao Paulo,2019-05-20 18:42:14.255
49206,-23.596639,-46.686273,-23.6026633,-46.6863593,Sao Paulo,2019-05-20 20:25:09.353
30811,-25.435247,-49.282302,-25.4256129,-49.2774098,Curitiba,2019-05-19 19:01:44.580
14,-23.175629,-46.894046,-23.175071,-46.906889,Jundiai,2019-05-19 11:27:16.637
41515,-23.613602,-46.665384,-23.626464,-46.633202,Sao Paulo,2019-05-20 21:39:38.634
13821,-19.9464309,-44.02181969999999,-19.937854,-44.022361,Contagem,2019-05-19 13:07:36.595
27030,-5.8532294,-35.2027088,-5.847009,-35.199409,Natal,2019-05-20 15:20:58.646
41192,-25.4355511,-49.284955,-25.456711,-49.2897715,Curitiba,2019-05-19 15:06:52.928
36915,-26.2835062,-48.84960529999999,-26.27337,-48.81915,Joinville,2019-05-19 20:20:37.667
14886,-23.712149,-46.543185,-23.700145000000006,-46.52880510000001,Abc,2019-05-20 12:48:52.827
6397,-23.6022052,-46.6503566,-23.605075,-46.653722,Sao Paulo,2019-05-20 16:16:21.253
39937,-30.0243045,-51.1632966,-30.0300606,-51.1564159,Porto Alegre,2019-05-19 21:46:42.038
42527,-22.9739946,-43.1886205,-22.9731136,-43.20504529999999,Rio - Zona Sul,2019-05-19 12:21:27.410
33038,-22.981115600000006,-43.2236182,-22.9938269,-43.2540008,Rio - Zona Sul,2019-05-20 15:18:06.432
47059,-22.946117,-43.345232,-22.932185,-43.349535,Rio - Jacarepagua,2019-05-19 16:50:42.718
33870,-22.856112,-47.046622,-22.8249055,-47.06790119999999,Campinas,2019-05-19 20:59:06.463
46533,-22.9810936,-43.22310020000001,-22.9816008,-43.1991769,Rio - Zona Sul,2019-05-19 21:47:55.650
28669,-3.741378,-38.516975,-3.744433,-38.495065,Fortaleza,2019-05-20 16:48:18.044
37380,-23.545336,-46.57188,-23.555609,-46.56805900000001,Sao Paulo,2019-05-19 19:26:32.704
16528,-19.930926,-43.9565467,-19.9407208,-43.9599096,Belo Horizonte,2019-05-19 20:26:02.995
207,-23.592904,-46.837973,-23.597667,-46.83423,Cotia,2019-05-20 16:30:26.045
5654,-12.993726,-38.460204,-12.971767,-38.492843,Salvador,2019-05-19 14:54:28.511
39021,-3.7408977,-38.51317810000001,-3.7266173,-38.5203919,Fortaleza,2019-05-20 12:20:45.271
18290,-3.793984,-38.480476,-3.815478,-38.52619,Fortaleza,2019-05-20 20:58:25.421
36668,-22.9842554,-43.2144881,-22.986998,-43.230613,Rio - Zona Sul,2019-05-19 16:58:05.813
46519,-16.695228,-49.2652932,-16.704287,-49.259316,Goiania,2019-05-20 13:55:26.602
46320,-23.6080226,-46.6880951,-23.610619,-46.685346,Sao Paulo,2019-05-20 13:14:50.033
41174,-25.4404872,-49.2949904,-25.4377403,-49.3331377,Curitiba,2019-05-20 20:15:32.762
32293,-25.4051249,-49.245518,-25.369644,-49.236021,Curitiba,2019-05-19 21:21:12.103
9004,-3.738201,-38.498747,-3.750275,-38.501622,Fortaleza,2019-05-20 11:30:55.026
9970,-23.53907,-46.773915,-23.5273454,-46.80197889999999,Osasco,2019-05-19 13:36:47.151
23601,-23.5929433,-46.8339255,-23.57042,-46.818437,Cotia,2019-05-19 12:52:44.812
11551,-15.845555,-47.894273,-15.8283036,-47.9117165,Brasilia,2019-05-19 13:51:02.573
48472,-7.127699000000002,-34.8255863,-7.1207937,-34.85065520000001,Joao Pessoa,2019-05-20 20:19:10.887
9407,-8.0412012,-34.903521600000005,-8.020233000000001,-34.874388,Recife,2019-05-19 21:47:40.854
29363,-23.9649065,-46.3222409,-23.989399,-46.303365,Santos,2019-05-19 18:43:05.216
48524,-8.0361236,-34.9196059,-8.0548527,-34.953621500000004,Recife,2019-05-20 12:47:09.798
24663,-8.135148299999999,-34.9085115,-8.131623,-34.91238679999999,Recife,2019-05-19 14:51:30.597
34481,-15.824259,-47.908008,-15.819654000000002,-47.895605,Brasilia,2019-05-19 22:32:15.206
13397,-13.0115825,-38.4908439,-13.001571,-38.464556,Salvador,2019-05-19 20:15:17.595
34320,-23.559565600000006,-46.63185120000001,-23.581992,-46.622038,Sao Paulo,2019-05-19 21:57:27.180
33564,-23.5953825,-46.6702846,-23.5946263,-46.668912,Sao Paulo,2019-05-19 11:56:07.270
15065,-15.823074900000002,-47.9007388,-15.8226258,-47.8955748,Brasilia,2019-05-20 11:44:14.934
46235,-3.7407773,-38.53586729999999,-3.7367644,-38.53737720000001,Fortaleza,2019-05-19 14:18:46.223
17771,-19.737327,-47.94455,-19.743082,-47.926056,Uberaba,2019-05-19 20:26:02.193
3628,-21.182499,-47.808116,-21.170245,-47.806409,Ribeirao Preto,2019-05-19 20:59:23.431
35740,-15.831293,-48.041036,-15.842356,-48.027676,Brasilia,2019-05-19 20:51:47.267
1886,-23.6037475,-46.626145,-23.5872353,-46.61621870000001,Sao Paulo,2019-05-20 19:30:12.720
27324,-19.919426100000006,-43.9381276,-19.955151,-43.935985,Belo Horizonte,2019-05-20 12:48:43.034
16950,-23.550885,-46.722018,-23.533613,-46.727539,Sao Paulo,2019-05-19 20:41:16.322
33837,-23.55995,-46.69690900000001,-23.558638,-46.676116,Sao Paulo,2019-05-20 21:36:01.545
36419,-23.669103,-46.57452,-23.6854496,-46.5720401,Abc,2019-05-20 12:37:11.407
21986,-23.3308668,-51.170153000000006,-23.3073103,-51.167813,Londrina,2019-05-19 19:16:13.745
23228,-23.608786,-46.689889,-23.614061,-46.67982689999999,Sao Paulo,2019-05-19 23:43:04.358
21566,-23.602495,-46.66338,-23.5353839,-46.656167,Sao Paulo,2019-05-20 19:38:37.407
45256,-23.430146,-51.952217,-23.44489,-51.950462,Maringa,2019-05-20 22:38:10.990
21485,-23.204379,-45.908538,-23.2291344,-45.88093920000001,Sao Jose Dos Campos,2019-05-20 12:48:54.252
44601,-20.4802359,-54.6025696,-20.462086,-54.57459,Campo Grande,2019-05-20 21:36:04.562
15463,-8.0452984,-34.9017465,-8.054061599999999,-34.90495670000001,Recife,2019-05-20 14:08:03.440
7171,-23.521038,-46.178738,-23.509648,-46.187448,Mogi Das Cruzes,2019-05-19 18:14:22.988
13160,-30.01007469999999,-51.1426466,-30.011463,-51.142347,Porto Alegre,2019-05-20 22:36:54.839
45174,-7.110598,-34.829171,-7.121400099999999,-34.834019700000006,Joao Pessoa,2019-05-19 11:39:09.978
40279,-22.8915256,-47.0611617,-22.866442000000006,-47.063765,Campinas,2019-05-19 14:06:08.389
41913,-23.5528977,-46.6422765,-23.5312655,-46.6508845,Sao Paulo,2019-05-19 20:14:08.438
32447,-23.561267,-46.56043,-23.5419234,-46.5729569,Sao Paulo,2019-05-19 20:35:36.710
17382,-20.4550243,-54.5901128,-20.454585,-54.601345,Campo Grande,2019-05-20 19:06:02.614
47439,-20.260122,-40.263875,-20.263768,-40.264641,Vitoria,2019-05-19 14:25:19.027
32122,-23.48227,-46.631721,-23.4931806,-46.62711779999999,Sao Paulo,2019-05-20 13:09:01.107
36633,-23.63162,-46.706809,-23.6147909,-46.682379,Sao Paulo,2019-05-20 21:03:33.567
21048,-16.719639,-49.26712,-16.691069,-49.263616,Goiania,2019-05-20 16:23:40.416
547,-23.5618316,-46.68496090000001,-23.5439747,-46.6566345,Sao Paulo,2019-05-20 20:12:05.266
39257,-23.015809,-43.470361,-23.025076,-43.464641,Rio - Barra,2019-05-19 13:55:44.056
32068,-19.9370141,-44.0427291,-19.927349,-44.027172,Contagem,2019-05-20 20:32:01.736
14965,-13.0115825,-38.4908439,-12.9877668,-38.516702,Salvador,2019-05-19 19:34:00.814
40657,-20.3093971,-40.3089623,-20.316997,-40.339707,Vitoria,2019-05-19 19:01:10.857
20684,-25.4051369,-49.25765870000001,-25.4325255,-49.242828,Curitiba,2019-05-20 12:26:15.480
13544,-23.422752,-51.906611,-23.395929100000004,-51.91755240000001,Maringa,2019-05-20 12:20:30.865
27817,-16.719639,-49.26712,-16.673537,-49.283745,Goiania,2019-05-20 14:26:29.476
42881,-3.796591,-38.533761,-3.782881,-38.505711,Fortaleza,2019-05-20 22:43:30.065
30703,-23.5425358,-46.6581033,-23.5374712,-46.6512216,Sao Paulo,2019-05-20 12:11:42.829
29354,0.04208,-51.076196,0.01063,-51.081508,Macapa,2019-05-20 20:57:55.455
15195,-22.794318,-47.07329,-22.821498,-47.078899,Campinas,2019-05-19 19:29:39.427
27163,-23.594323000000006,-46.721119,-23.582338,-46.757907,Sao Paulo,2019-05-20 17:19:20.317
44006,-16.707804,-49.273232,-16.70337,-49.264482,Goiania,2019-05-19 19:54:48.699
46187,-22.8720078,-47.0292625,-22.9022183,-47.0557774,Campinas,2019-05-20 21:04:05.479
10628,-15.836012,-48.056692,-15.837227,-48.050949,Brasilia,2019-05-19 14:08:46.893
20016,-21.1923658,-47.8115206,-21.18878,-47.816655,Ribeirao Preto,2019-05-20 11:54:18.356
43884,-19.8607798,-43.9451652,-19.869562,-43.919242,Belo Horizonte,2019-05-19 12:36:06.950
22381,-22.8720078,-47.0292625,-22.886769,-47.060899,Campinas,2019-05-20 11:06:57.922
25141,-23.216482,-45.893624,-23.223793,-45.910575,Sao Jose Dos Campos,2019-05-19 18:42:20.058
46314,-22.975241,-43.228428,-22.981927,-43.218021,Rio - Zona Sul,2019-05-20 12:18:53.100
21626,-19.939085,-44.047773,-19.960369,-44.048937,Contagem,2019-05-20 14:14:58.174
44404,-23.418971,-51.931674,-23.425993,-51.910246,Maringa,2019-05-20 20:56:52.397
17234,-19.9213133,-43.92086550000001,-19.885709,-43.922789,Belo Horizonte,2019-05-20 12:19:04.819
37218,-19.9270773,-43.959707,-19.932595000000006,-43.966427,Belo Horizonte,2019-05-19 13:44:37.947
14911,-23.530883,-46.682663,-23.5335254,-46.67764520000001,Sao Paulo,2019-05-19 15:05:51.559
9762,-22.9657132,-43.1766333,-22.927977,-43.175307,Rio - Zona Sul,2019-05-20 19:25:52.739
17671,-23.5843942,-46.6750807,-23.593487,-46.68633,Sao Paulo,2019-05-20 11:14:03.447
27742,-23.542511,-46.6577055,-23.532416,-46.664142,Sao Paulo,2019-05-19 13:25:10.636
44553,-8.047518,-34.89942,-8.047537,-34.906766,Recife,2019-05-19 20:19:30.987
26725,-26.989743,-48.632349,-26.957434000000006,-48.634883,Balneario Camboriu,2019-05-19 12:30:47.679
49789,-21.2110009,-47.81114270000001,-21.217818,-47.823035,Ribeirao Preto,2019-05-19 13:11:43.339
15638,-25.422704,-49.270245,-25.42909,-49.277509,Curitiba,2019-05-20 12:52:42.223
45249,-19.972438,-43.978622,-19.9727819,-43.969042,Belo Horizonte,2019-05-19 11:42:21.660
47082,-30.023724,-51.1993796,-30.031990000000004,-51.19817800000001,Porto Alegre,2019-05-19 14:38:25.658
2268,-15.836768,-48.021192,-15.8393739,-48.0157187,Brasilia,2019-05-19 19:37:19.821
13023,-25.420629,-49.290302,-25.377645,-49.277077,Curitiba,2019-05-19 14:04:41.944
41250,-16.7139212,-49.2388721,-16.6901668,-49.2772914,Goiania,2019-05-20 13:21:45.446
35042,-23.555644,-46.675537,-23.5607086,-46.6730965,Sao Paulo,2019-05-19 11:48:23.287
14028,-23.5280182,-46.6914905,-23.549623,-46.690229,Sao Paulo,2019-05-20 19:07:42.476
49456,-23.5389549,-46.5765026,-23.5396816,-46.5684109,Sao Paulo,2019-05-19 13:12:26.486
41175,-22.985588,-43.226567,-22.983462,-43.223147,Rio - Zona Sul,2019-05-20 17:54:29.017
20337,-21.178319,-47.788836,-21.1552469,-47.8286701,Ribeirao Preto,2019-05-20 21:18:01.580
45870,-23.530335,-46.68432,-23.529333,-46.691839,Sao Paulo,2019-05-20 12:16:14.664
36665,-22.9015371,-43.176707,-22.907454,-43.168758,Rio - Centro,2019-05-20 16:52:33.360
13425,-23.4858346,-46.5787173,-23.491296,-46.614975,Sao Paulo,2019-05-19 20:16:18.882
38805,-23.613693,-46.668713,-23.603345,-46.67648300000001,Sao Paulo,2019-05-19 21:19:24.339
34509,-3.755786,-38.4885943,-3.764357,-38.48592,Fortaleza,2019-05-20 18:46:43.733
6094,-23.597146,-46.667903,-23.583943,-46.675574,Sao Paulo,2019-05-20 23:58:38.221
29551,-22.8955312,-47.0476233,-22.8547129,-47.0673425,Campinas,2019-05-19 13:30:57.972
12604,-10.93264,-37.070101,-10.966899,-37.086668,Aracaju,2019-05-20 12:11:07.334
34735,-13.00593,-38.45776400000001,-13.0041516,-38.4539186,Salvador,2019-05-19 18:47:10.109
5678,-22.8256946,-47.0795132,-22.829203,-47.074974,Campinas,2019-05-20 14:37:43.493
27665,-19.753019,-47.948047,-19.740149,-47.988382,Uberaba,2019-05-20 17:03:12.251
15804,-12.930483,-38.414613,-12.938456,-38.426007,Salvador,2019-05-19 14:12:11.054
10371,-9.627677,-35.699211,-9.618379,-35.70382700000001,Maceio,2019-05-19 13:27:41.557
3167,-23.6220493,-46.6977011,-23.6108304,-46.6873233,Sao Paulo,2019-05-20 18:05:56.274
28206,-19.9206819,-43.9201173,-19.913039,-43.92641,Belo Horizonte,2019-05-19 13:26:56.448
46774,-16.707005,-49.271564,-16.712148000000006,-49.266897,Goiania,2019-05-19 19:39:15.191
36521,-29.919269,-51.185597,-29.929799,-51.163856,Canoas,2019-05-19 19:55:13.639
1542,-19.9206819,-43.9201173,-19.914566600000004,-43.9118303,Belo Horizonte,2019-05-19 12:27:06.976
34020,-23.63162,-46.706809,-23.626471,-46.6736263,Sao Paulo,2019-05-20 11:50:02.130
45950,-16.712444,-49.275826,-16.696604999999998,-49.28016299999999,Goiania,2019-05-19 19:05:21.348
45587,-3.810367,-38.494511,-3.775771,-38.514019,Fortaleza,2019-05-19 19:35:53.496
3530,-22.951081,-43.187258,-22.9604495,-43.202394,Rio - Zona Sul,2019-05-20 12:38:29.714
42270,-23.561677,-46.66373,-23.562805,-46.686647,Sao Paulo,2019-05-19 21:10:17.958
40471,-12.981473,-38.463742,-12.96159,-38.46345,Salvador,2019-05-20 19:57:54.181
14583,-8.040894999999999,-34.937717,-8.05388,-34.950807,Recife,2019-05-19 13:48:49.976
15912,-23.4933437,-46.6096813,-23.490168,-46.605763,Sao Paulo,2019-05-19 19:59:08.486
25270,-22.907460600000004,-43.1057689,-22.9062697,-43.0926553,Niteroi,2019-05-19 12:36:01.066
15144,-23.565621,-46.650789,-23.5514485,-46.65007470000001,Sao Paulo,2019-05-19 19:39:41.586
15216,-20.82066,-49.378107,-20.823861,-49.393388,Sao Jose Do Rio Preto,2019-05-19 11:51:41.319
19456,-16.735086,-49.267712,-16.7554774,-49.2744058,Goiania,2019-05-19 21:45:41.609
12546,-26.253676,-48.853655,-26.28005,-48.863619,Joinville,2019-05-19 18:22:28.514
44391,-19.932255800000004,-43.9448151,-19.947607,-43.930736,Belo Horizonte,2019-05-19 21:11:08.478
6493,-5.0733803,-42.77257460000001,-5.074794,-42.776065,Teresina,2019-05-19 19:29:57.808
24333,-19.93368,-43.952351,-19.929301,-43.945695,Belo Horizonte,2019-05-20 12:23:21.589
32738,-3.79236,-38.481183,-3.7600145,-38.493613,Fortaleza,2019-05-19 16:17:43.497
21530,-23.5711396,-46.6612269,-23.56455,-46.650251,Sao Paulo,2019-05-19 12:26:56.597
42090,-22.9836173,-43.2190817,-22.981115600000006,-43.2236182,Rio - Zona Sul,2019-05-19 20:54:13.712
43390,-22.3238558,-49.0715581,-22.338846,-49.074996,Bauru,2019-05-19 14:26:55.941
29487,-15.813317,-47.904355,-15.81776,-47.911639,Brasilia,2019-05-20 20:26:46.589
19612,-23.1948969,-45.8932562,-23.190366600000004,-45.8900447,Sao Jose Dos Campos,2019-05-19 20:06:32.184
49047,-18.9111273,-48.2599907,-18.9273497,-48.2790395,Uberlandia,2019-05-20 11:24:59.473
29651,-22.927042,-43.342856,-22.930713,-43.356531,Rio - Jacarepagua,2019-05-19 18:52:29.903
37309,-10.927623,-37.05905,-10.947679,-37.057916,Aracaju,2019-05-20 19:45:29.329
11451,-23.556777,-46.658946,-23.5586698,-46.6655585,Sao Paulo,2019-05-19 19:45:19.577
13962,-23.6251308,-46.6482262,-23.624394,-46.648232,Sao Paulo,2019-05-19 20:03:50.776
21293,-23.5786838,-46.6418692,-23.559683,-46.615773,Sao Paulo,2019-05-19 12:43:43.449
12827,-23.486437,-46.581702,-23.518328,-46.589801,Sao Paulo,2019-05-19 15:48:31.362
14216,-3.7922635,-38.4817268,-3.818768,-38.47166,Fortaleza,2019-05-19 22:29:25.618
37609,-16.714029,-49.264644,-16.712263,-49.237884,Goiania,2019-05-19 20:30:34.365
26583,-22.953372,-43.18959,-22.949494,-43.18542,Rio - Zona Sul,2019-05-19 15:10:06.999
22961,-23.515246,-46.619307,-23.5001433,-46.6055515,Sao Paulo,2019-05-19 20:10:48.140
43684,-23.582798,-46.673913,-23.547931,-46.693109,Sao Paulo,2019-05-20 13:53:00.150
28989,-18.9573769,-48.27777510000001,-18.917398,-48.278866,Uberlandia,2019-05-19 15:04:17.744
12005,-23.220443600000007,-45.891474,-23.2036416,-45.8741382,Sao Jose Dos Campos,2019-05-19 14:29:14.360
19706,-23.5818329,-46.643691,-23.563878,-46.680559,Sao Paulo,2019-05-19 15:19:40.301
25784,-16.713363,-49.282986,-16.71194,-49.238861,Goiania,2019-05-20 12:19:26.595
24427,-23.555172,-46.677515,-23.566803,-46.664765,Sao Paulo,2019-05-19 13:21:20.512
14793,-22.9012142,-47.0603836,-22.907495,-47.093059,Campinas,2019-05-20 16:26:49.495
34925,-23.5474428,-46.7570686,-23.549732,-46.767309,Sao Paulo,2019-05-19 13:17:39.628
38238,-25.420629,-49.290302,-25.425107,-49.258563,Curitiba,2019-05-20 12:35:22.786
48612,-22.971476000000006,-43.18931129999999,-22.973921,-43.1877078,Rio - Zona Sul,2019-05-20 17:41:57.370
5786,-19.943566,-44.02899,-19.981428,-44.025067,Contagem,2019-05-20 11:06:49.026
21687,-23.567609,-46.693957,-23.58597,-46.683824,Sao Paulo,2019-05-19 12:21:01.586
6230,-23.1788926,-46.9863619,-23.176883,-46.983681,Restaurante Parceiro,2019-05-19 19:27:29.344
48994,-12.970949,-38.433834,-12.967038,-38.4620044,Salvador,2019-05-20 20:40:02.457
35479,-3.7315448,-38.5053168,-3.724665,-38.502115,Fortaleza,2019-05-19 12:11:19.949
48714,-22.902357,-43.181031,-22.9042568,-43.1768919,Rio - Centro,2019-05-20 19:21:25.131
37169,-26.3206649,-48.8451414,-26.283999,-48.842532,Joinville,2019-05-19 12:40:17.056
29136,-19.955045,-43.9504633,-19.9671727,-43.969357,Belo Horizonte,2019-05-20 20:08:53.334
42262,-2.501139,-44.310441,-2.493496,-44.286195,Sao Luis,2019-05-19 12:45:20.453
26278,-8.0543314,-34.905710799999994,-8.092757,-34.92812,Recife,2019-05-19 18:22:26.988
16918,-19.969218,-43.960302,-19.9493732,-43.9477374,Belo Horizonte,2019-05-20 20:22:57.359
49272,-8.0543314,-34.905710799999994,-8.053717,-34.890394,Recife,2019-05-20 11:36:30.076
29120,-8.0305704,-34.9186223,-8.034185,-34.923324,Recife,2019-05-20 12:18:34.276
26845,-23.5618986,-46.6906268,-23.616594,-46.682088,Sao Paulo,2019-05-19 19:00:05.034
25616,-22.999493,-43.414288,-23.005019,-43.431432,Rio - Barra,2019-05-20 12:35:33.479
1378,-23.5713337,-46.6279011,-23.616974,-46.63124000000001,Sao Paulo,2019-05-19 19:34:18.631
44947,-8.763409,-63.896024,-8.759215,-63.858348,Porto Velho,2019-05-19 20:38:47.975
48164,-23.515587,-46.697175,-23.517627,-46.66563,Sao Paulo,2019-05-20 12:36:43.703
45997,-22.983984,-43.210772,-22.967599,-43.184708,Rio - Zona Sul,2019-05-19 20:40:56.740
